Date,Open_PCRFY.US,High_PCRFY.US,Low_PCRFY.US,Close_PCRFY.US,Adjusted_close_PCRFY.US,Volume_PCRFY.US,Open_051910.KO,High_051910.KO,Low_051910.KO,Close_051910.KO,Adjusted_close_051910.KO,Volume_051910.KO,Open_006400.KO,High_006400.KO,Low_006400.KO,Close_006400.KO,Adjusted_close_006400.KO,Volume_006400.KO,Open_1211.HK,High_1211.HK,Low_1211.HK,Close_1211.HK,Adjusted_close_1211.HK,Volume_1211.HK,Open_300014.SHE,High_300014.SHE,Low_300014.SHE,Close_300014.SHE,Adjusted_close_300014.SHE,Volume_300014.SHE
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-04,-0.013741627852296379,-0.013741627852296379,-0.023650830733644934,-0.021053409197832273,-0.02104718205808931,0.6218616458757804,-0.007211568439545957,-0.0023980813520996236,-0.0048661897183830405,0.006049627363177379,0.006049623678395122,-0.453306564305354,-0.05406722127027663,-0.053584246134107616,-0.06963369175880096,-0.06931179989022951,-0.0693118002563029,1.625071355536134,0.009625314354034575,0.0,0.0,-0.007225048344840612,-0.007232672518642014,0.9531056777201794,,,,,,
2005-01-05,-0.020331068783583817,-0.019048194970694876,0.0025839807659249203,0.0032185415617984603,0.003234473030976126,-0.17315671926137455,-0.006049627363177379,-0.0036079421019987734,0.0036518611589819727,0.0,0.0,0.005698021114637797,-0.04740223889458406,-0.05661889399950759,-0.02927038230011192,-0.019324272826402478,-0.01932427322640784,-0.4957581234635686,-0.007225048344840612,-0.009556243003722376,-0.03465784773247682,-0.029415559730370244,-0.02940985764326287,0.6714958364396324,,,,,,
2005-01-06,-0.008379037098847686,-0.009661910911736626,-0.011028331041478268,-0.012936791030719874,-0.012932986740621821,-0.1711605224470798,0.010863114450623712,0.030844674398714744,0.002427187065524805,0.017932337649803287,0.01793234106769681,0.8926667629567149,-0.004866189651172803,0.019231361927888102,0.009852296443011,0.01452810056290943,0.014528100864355409,0.15580634737541565,-0.029415559730370244,-0.01943283459619982,0.0025276377596998856,0.014818931224416243,0.0148130423912185,0.2872625845213719,,,,,,
2005-01-07,-0.001943635208571326,-0.0012953369686852234,-0.003921573653181465,-0.002607563407080793,-0.002641932193311991,-0.45698826113366486,0.013118850562356954,-0.004683849374693239,0.0072464072390161505,-0.015522699267840778,-0.015522699467158674,-0.5052702492590502,0.004866189651172803,-0.0047732787526584275,-0.009852296443011,-0.01452810056290943,-0.014528100864355409,-0.12574389923629248,0.019720110741547003,0.007324946712014668,0.014966551911141934,-0.0049072556934857126,-0.0049133403813133025,-0.992244215715882,,,,,,
2005-01-10,0.0,0.0012953369686852234,0.003269045081903954,0.003908799765052873,0.003926253917263978,0.211699001223014,-0.01432005396876157,-0.02375408632842735,-0.010889399250791243,-0.008459265745139888,-0.008459265278933259,-0.47478361866466123,-0.014670189747793216,-0.019324272826402478,-0.004962789342130236,-0.009804000096620413,-0.00980399919168562,-0.419959538037153,-0.024700810958076413,-0.017163658061635,-0.00996092009132532,-0.0074214982919471595,-0.0074017129788575,-0.13972063645603505,,,,,,
2005-01-11,0.021174997136458984,0.025560496979534886,0.01490147431279798,0.017402952908664115,0.01740817187927446,0.21649435796270566,-0.009661911044219096,-0.002406738695594157,-0.012240056445760317,0.0,0.0,0.3446525693504636,0.004914014802428923,0.03357629553360475,0.009901070982712312,0.04338029563022516,0.04338029541539079,0.4203323201092015,0.007470877455512781,-0.0024900426358125394,-0.02019958919201148,-0.009961371119871831,-0.009973616593037526,0.4568647310629217,,,,,,
2005-01-12,-0.006369448285480139,-0.01205980976063259,-0.0019311238701704703,-0.0032000027306708922,-0.0032158677051596918,0.36729253460313416,0.0024242450193430187,-0.00483092732928192,-0.01739174153445866,-0.024571261073246475,-0.024571260793074146,0.8271277534380719,0.03373813963185057,0.0,0.0,-0.03357629553360475,-0.03357629622370517,-0.038594655196295236,-0.012476509275329395,-0.009961371119871831,0.010163143095509142,0.0,0.0,-0.12093844761906958,,,,,,
2005-01-13,0.002552649758778891,0.0019138761822841133,-0.0025806465934916645,-0.005785937067043889,-0.0057781121884210584,-0.7304087246447235,-0.026995506092589494,-0.022032716680554287,-0.01642487915631463,-0.017566322531029854,-0.01756632441948014,0.43177788025982267,-0.02398196468648628,-0.014252022707202272,0.009804000096620413,0.019324272826402478,0.01932427322640784,-0.3253113400379739,0.005005631819816614,0.009961371119871831,-0.030779182261179816,-0.038325134693323104,-0.038327395179044155,0.9688034692148069,,,,,,
2005-01-14,-0.00767758089903392,-0.002552649758778891,0.0006457862671962467,0.004503063254154949,0.004492703318617508,0.02630681794491352,-0.017566322531029854,-0.009950330993676815,0.00508260312578912,0.0050505158512272885,0.0050505164551815085,-0.07510293632109111,0.004842624475788426,0.0283037761628524,0.0,0.009523881511256604,0.009523881705570503,0.9918243334184265,-0.025307622143626585,0.014782346436075233,0.005187659064538774,0.04331822381629946,0.04332663755252053,-1.292390182512614,,,,,,
