,Country,Organizations,Value
6681,CAN, chemical industries,35
6882,CAN, financial institutions inc. 8.48% srb1 pfd b,35
6911,CAN, fortress minerals limited,35
7214,CAN, lockheed martin corporation,35
7225,CAN, lqwd fintech corp,35
7245,CAN, majuba hill copper corp,35
7269,CAN, materials petroleum jsc,35
7271,CAN, mawson infrastructure group inc,35
7632,CAN, scottie resources corp,35
7648,CAN, siemens gamesa renewable energy s.a,35
8262,CAN,green battery minerals inc,35
8757,CAN,volvo car ab (publ.),35
8772,CAN,winsome resources limited,35
8777,CAN,xinhua winshare publishing and media co. ltd,35
7089,CAN, information services group inc,34
7988,CAN,american potash corp.,34
8009,CAN,argus shanghai textile chemicals co ltd,34
8029,CAN,azimut exploration inc,34
8109,CAN,charah solutions inc,34
8773,CAN,wolfden resources corporation,34
6856,CAN, european electric metals inc,33
6860,CAN, evergen infrastructure corp,33
7007,CAN, green energy resources inc,33
7020,CAN, guardforce ai co ltd,33
7124,CAN, jindalee resources limited,33
7481,CAN, pembina pipeline corp,33
7745,CAN, syrah resources limited,33
7941,CAN, zinc8 energy solutions\xa0inc,33
8265,CAN,green hydrogen syst. dk 1,33
8581,CAN,radius gold inc,33
6426,CAN, amaroq minerals ltd.,32
6480,CAN, arrow minerals ltd,32
6510,CAN, auxico resources canada inc,32
6659,CAN, carerx corporation,32
6715,CAN, cohiba minerals limited,32
6814,CAN, elysee development corp,32
6847,CAN, erin ventures inc,32
7035,CAN, hawkmoon resources corp.,32
7095,CAN, intellicheck mobilisa inc,32
7098,CAN, international business machines,32
7399,CAN, nortec minerals corp.,32
7605,CAN, royal wins corporation,32
7696,CAN, southern arc minerals inc,32
7720,CAN, starcore international mines ltd,32
7799,CAN, tiidal gaming group corp.,32
7806,CAN, tofutti brands,32
7887,CAN, washington post -b-,32
8140,CAN,cruz cobalt corp,32
8200,CAN,first lithium minerals,32
8720,CAN,tianqi lithium h yc 1,32
6804,CAN, edison cobalt corp,31
6863,CAN, evonik industries ag,31
6985,CAN, goldseek resources inc,31
7188,CAN, lifeist wellness inc,31
7687,CAN, solstice gold corp,31
7698,CAN, southern energy corp,31
8353,CAN,kodal minerals plc,31
8717,CAN,thomson reuters corp,31
8784,CAN,youngevity international inc,31
6580,CAN, blue sky uranium corp,30
6610,CAN, burcon nutrascience corp,30
6678,CAN, cf industries holdings inc,30
6861,CAN, evergold corp,30
6925,CAN, fsd pharma inc class b,30
7292,CAN, mercedes benz group ag,30
7326,CAN, mkango resources ltd,30
7381,CAN, nextleaf solutions ltd,30
8771,CAN,white metal resources corp,30
6399,CAN, alberta star dev,29
6424,CAN, aluminum corporation of china limited,29
6783,CAN, discovery harbour resources corp,29
7074,CAN, imperial oil limited,29
7179,CAN, lexagene holdings inc,29
7319,CAN, minnova corp,29
7541,CAN, qc holdings inc,29
7675,CAN, smith ao corporation,29
7865,CAN, vior inc,29
8094,CAN,canterra minerals corporation,29
8256,CAN,gran colombia gold corp. wt exp 043024,29
8375,CAN,lithium energi exploration inc,29
8769,CAN,wheaton precious metals corp,29
6705,CAN, cleantech lithium plc,28
6713,CAN, codebase ventures inc,28
6966,CAN, global battery metals ltd,28
7010,CAN, greenbank capital inc,28
7138,CAN, jvc kenwood corp adr,28
7187,CAN, liberty gold corp,28
7258,CAN, marifil mines limited,28
7479,CAN, pegasus resources inc,28
7597,CAN, rockfire resources plc,28
7649,CAN, sienna resources inc,28
7860,CAN, veolia environnement s.a,28
7990,CAN,ameriwest lithium inc,28
8135,CAN,credit suisse group,28
8530,CAN,oz minerals limited,28
8609,CAN,rover metals corp,28
6497,CAN, aurcrest gold inc,27
6527,CAN, ballard power systems inc,27
6679,CAN, champion bear resources ltd,27
6710,CAN, cnnc international limited,27
6959,CAN, gibson energy inc,27
7717,CAN, stans energy corp,27
7928,CAN, yellow cake plc,27
8120,CAN,cleantech lithium plc,27
8401,CAN,manganese x energy corp,27
8629,CAN,scotch creek ventures inc,27
8670,CAN,spark power group inc,27
8753,CAN,virgin group acquisition corp ii,27
6392,CAN, aion therapeutic inc,26
6448,CAN, anglo american platinum limited,26
6453,CAN, antler gold inc,26
6502,CAN, australasian metals ltd,26
6576,CAN, blaze international ltd,26
6595,CAN, brandshield systems plc,26
6633,CAN, canadian natural resources limited,26
6936,CAN, galantas gold corporation,26
6946,CAN, gase energy inc,26
6961,CAN, givex information technology group limited,26
7060,CAN, hyundai heavy industries holdings co ltd,26
7073,CAN, impala platinum holdings limited,26
7461,CAN, pan american silver corp,26
7545,CAN, quantum battery metals corp,26
7594,CAN, rochester community baseball inc,26
7614,CAN, sanatana resources inc,26
7910,CAN, woodside energy group ltd,26
7980,CAN,alternet systems inc,26
8054,CAN,blackrock silver corp,26
8113,CAN,china molybdenum co. ltd,26
8204,CAN,fission uranium corp,26
8733,CAN,triton minerals limited,26
6692,CAN, cielo waste solutions corp,25
6816,CAN, emerita resources corp,25
7740,CAN, sustainable development acquisition i corp,25
7938,CAN, zhejiang huayou cobalt co ltd,25
8080,CAN,business development corp of america,25
8127,CAN,commander resources ltd,25
8129,CAN,compass minerals international inc,25
8402,CAN,manhattan bridge capital inc,25
8403,CAN,manning ventures inc,25
8437,CAN,midas minerals ltd,25
6380,CAN, adcore inc,24
6549,CAN, berkeley energia limited,24
6570,CAN, blackberry ltd,24
6689,CAN, china national nuclear power,24
6709,CAN, cloud dx inc,24
6982,CAN, goldon resources ltd,24
7078,CAN, independence group,24
7139,CAN, kainantu resources ltd.,24
7166,CAN, laramide resources ltd.,24
7192,CAN, lingo media corporation,24
7482,CAN, peninsula energy limited,24
7524,CAN, predictmedix inc,24
7700,CAN, southern silver exploration corp.,24
7738,CAN, supernova metals corp.,24
7837,CAN, union bankshares inc,24
7839,CAN, united bancshares inc,24
7903,CAN, whitehorse gold corp,24
8101,CAN,caterpillar inc,24
8239,CAN,givex information technology group limited,24
8351,CAN,kinross gold corp,24
8626,CAN,schlumberger nv,24
8681,CAN,stans energy corp,24
8789,CAN,znergy inc,24
6395,CAN, aker solutions asa,23
6554,CAN, bhang inc,23
6612,CAN, buscar co,23
6672,CAN, centerra gold inc,23
6718,CAN, commander resources ltd,23
6731,CAN, copper fox metals inc,23
7050,CAN, hillcrest energy technologies ltd,23
7228,CAN, lumina gold corp,23
7585,CAN, ridgeline minerals corp,23
7596,CAN, rockcliff metals corporation,23
7608,CAN, sable resources ltd,23
7647,CAN, sichuan yahua industrial group co ltd,23
7819,CAN, tribe property technologies inc,23
8019,CAN,asiamet resources ltd,23
8150,CAN,development technologies corp,23
8158,CAN,eagle graphite incorporated,23
8292,CAN,hpil holding,23
8294,CAN,hyundai motor co drc,23
8341,CAN,jupiter gold corporation,23
8410,CAN,mason graphite inc.,23
8478,CAN,new york times company,23
8494,CAN,nortec minerals corp.,23
8503,CAN,novagold resources inc,23
8687,CAN,strategic metals ltd,23
8690,CAN,sumitomo metal mining co ltd adr,23
8726,CAN,tomagold corporation,23
8739,CAN,united airlines holdings inc,23
8783,CAN,yamana gold inc,23
6697,CAN, cisco systems inc,22
6711,CAN, cobalt blue holdings ltd,22
6875,CAN, fe battery metals corp.,22
6932,CAN, fury gold mines ltd,22
7058,CAN, hydro one limited,22
7572,CAN, renault sa,22
7607,CAN, rt minerals corp,22
7783,CAN, theralase technologies inc.,22
8203,CAN,first tellurium corp,22
8230,CAN,gase energy inc,22
8268,CAN,greenbank capital inc,22
8325,CAN,ivanhoe mines ltd.,22
8447,CAN,mitsubishi ufj financial group inc,22
8583,CAN,red dirt metals ltd,22
8598,CAN,ridgeline minerals corp,22
8716,CAN,thomson resources ltd,22
6417,CAN, altamira gold corp,21
6437,CAN, american rare earths limited,21
6522,CAN, azure minerals limited,21
6575,CAN, blackstone minerals ltd,21
6597,CAN, braxia scientific corp,21
6871,CAN, fancamp exploration ltd.,21
6890,CAN, first lithium minerals,21
6903,CAN, fobi ai inc,21
6904,CAN, foraco international sa,21
6945,CAN, gartner inc,21
6986,CAN, goldshore resources inc,21
7003,CAN, great wall motor co ltd,21
7218,CAN, loncor gold inc,21
7312,CAN, minda corporation limited,21
7561,CAN, red eagle mining corporation,21
7569,CAN, regency silver corp.,21
7583,CAN, revolver resources holdings ltd,21
7617,CAN, sassy gold corp.,21
7618,CAN, sassy resources corporation,21
7629,CAN, scotch creek ventures inc,21
7713,CAN, stamper oil & gas corp,21
7763,CAN, technipfmc plc,21
7872,CAN, vivakor inc,21
8448,CAN,mitsui e&s holdings co. ltd,21
8570,CAN,profrac holding corp.,21
8592,CAN,renforth resources inc,21
6387,CAN, africa oil corp,20
6409,CAN, alliance mining corp.,20
6442,CAN, ameriwest lithium inc,20
6503,CAN, australian agricultural company limited,20
6823,CAN, endeavour silver corp.,20
7234,CAN, macquarie bank\xa0ltd pref,20
7420,CAN, ocado group plc,20
7434,CAN, oracle corporation japan,20
7485,CAN, pernod ricard sa,20
7777,CAN, tetra technologies inc,20
7818,CAN, trevali mining corporation,20
7881,CAN, voyageur pharmaceuticals ltd,20
7898,CAN, westwater resources inc,20
7930,CAN, youngevity international inc,20
7931,CAN, youngy co ltd,20
7991,CAN,ammpower corp,20
8225,CAN,gamelancer media corp.,20
8430,CAN,metalore resources limited,20
8613,CAN,royalty pharma\xa0plc,20
8641,CAN,siemens gamesa renewable energy s.a,20
8658,CAN,sociedad quimica y minera de chile sa adr b,20
8666,CAN,sony corp,20
8746,CAN,venator materials plc,20
8751,CAN,vicinity motor corp,20
6377,CAN, abn amro bank n.v,19
6391,CAN, agraflora organics international inc,19
6416,CAN, altaley mining corporation,19
6485,CAN, ascendant resources inc,19
6561,CAN, biolargo inc,19
6616,CAN, byrna technologies inc,19
6626,CAN, canada carbon inc.,19
6630,CAN, canada zinc metals,19
6730,CAN, copaur minerals inc,19
6896,CAN, flexible solutions international inc,19
7011,CAN, greenhill & co inc,19
7040,CAN, helix biopharma corp,19
7055,CAN, horizon minerals corp,19
7064,CAN, icanic brands company inc,19
7077,CAN, independence gold corp,19
7135,CAN, jupiter gold corporation,19
7235,CAN, macquarie group limited,19
7247,CAN, man group plc,19
7266,CAN, marvel gold limited,19
7281,CAN, medallion resources ltd,19
7285,CAN, mednow inc,19
7288,CAN, megumagold corp,19
7494,CAN, phyto extractions inc,19
7556,CAN, ready set gold corp,19
7581,CAN, respirerx pharmaceuticals inc,19
7582,CAN, revival gold inc,19
7631,CAN, scotiabank peru s.a.a.,19
7909,CAN, wolfden resources corporation,19
8093,CAN,canntab therapeutics limited,19
8363,CAN,lefroy exploration ltd,19
6512,CAN, avalon globocare corp.,18
6521,CAN, azucar minerals ltd,18
6909,CAN, fortescue metals group ltd adr,18
6949,CAN, gemxx corp,18
6950,CAN, genel energy plc,18
7062,CAN, iamgold corporation,18
7090,CAN, ingredion incorporated,18
7213,CAN, loblaw companies limited,18
7250,CAN, manhattan bridge capital inc,18
7284,CAN, medicine man technologies inc,18
7327,CAN, mobilum technologies inc,18
7338,CAN, mountain province diamonds inc,18
7391,CAN, niobay metals inc,18
7412,CAN, novo nordisk a/s,18
7425,CAN, olink holding ab  adr,18
7427,CAN, om holdings international inc,18
7438,CAN, original bark co,18
7927,CAN, yayyo inc,18
7962,CAN,albert labs intl. corp.,18
8071,CAN,broadridge financial solutions inc,18
8076,CAN,bullion gold resources corp,18
8180,CAN,equity metals corporation,18
8181,CAN,euro manganese inc,18
8189,CAN,exxon mobil corp,18
8383,CAN,loblaw companies limited,18
8514,CAN,onesoft solutions inc,18
8668,CAN,southern copper corporation,18
6496,CAN, aurcana corp,17
6513,CAN, avarone metals inc,17
6604,CAN, brookfield asset management inc,17
6721,CAN, compass minerals international inc,17
6964,CAN, global acquisitions corporation,17
7276,CAN, mayur resources ltd,17
7280,CAN, mcrae inds cl a,17
7375,CAN, news corp b,17
7405,CAN, northrop grumman corporation,17
7411,CAN, novagold resources inc,17
7436,CAN, organto foods inc,17
7470,CAN, parcelpal technology inc,17
7513,CAN, posco international corp,17
7538,CAN, pwrcor inc,17
7606,CAN, royalty pharma\xa0plc,17
7705,CAN, sparta capital ltd,17
7753,CAN, tarachi gold corp,17
7788,CAN, thomson reuters corp,17
8035,CAN,bank of america corp,17
8044,CAN,bayfirst financial corp,17
8164,CAN,electronics mart india ltd,17
8168,CAN,energy fuels inc,17
8282,CAN,henkel ag & co. kgaa,17
8461,CAN,musk metals corp,17
8571,CAN,progressive planet solutions inc,17
8630,CAN,scotiabank peru s.a.a.,17
8638,CAN,sherritt international corporation,17
6378,CAN, accrol group hldgs -001,16
6393,CAN, air canada,16
6483,CAN, arway corporation,16
6533,CAN, barclays plc,16
6543,CAN, bellrock brands inc,16
6642,CAN, canagold resources ltd,16
6741,CAN, cowen group inc,16
6749,CAN, cruz battery metals corp.,16
6805,CAN, edison lithium corp.,16
6812,CAN, eloro resources ltd,16
7023,CAN, gungnir resources inc,16
7046,CAN, high tide inc,16
7082,CAN, industrial and commercial bank of china,16
7096,CAN, interactive brokers group inc,16
7117,CAN, jefferies financial group inc,16
7259,CAN, maritime launch services inc.,16
7350,CAN, nanoxplore inc,16
7401,CAN, northern dynasty minerals ltd,16
7416,CAN, nuran wireless inc,16
7426,CAN, olympia financial group inc,16
7443,CAN, osisko development corp.,16
7455,CAN, pacton gold inc,16
7457,CAN, palamina corp,16
7488,CAN, peugeot invest société anonyme,16
7501,CAN, planet ventures inc,16
7599,CAN, rogers communications inc,16
7715,CAN, standard chartered bank pakistan ltd,16
7728,CAN, stratabound minerals corp,16
7960,CAN,airbus group se,16
8060,CAN,bonterra resources inc,16
8088,CAN,canada zinc metals,16
8089,CAN,canadian goldcamps corp,16
8124,CAN,coeur mining inc,16
8152,CAN,digital realty trust inc,16
8186,CAN,evonik industries ag,16
8337,CAN,joshua gold resources inc,16
8384,CAN,lockheed martin corporation,16
8513,CAN,ondine biomedical inc,16
8543,CAN,peridot acquisition corp ii,16
8547,CAN,pfizer inc,16
8584,CAN,red light holland corp,16
8745,CAN,vatic ventures corp.,16
8748,CAN,veolia environnement s.a,16
6450,CAN, anglo asian mining plc,15
6648,CAN, canopy growth corp,15
7053,CAN, honeywell international inc,15
7330,CAN, moodys corporation,15
7454,CAN, pacific securities co ltd,15
7570,CAN, regent ventures ltd,15
7682,CAN, solar alliance energy inc,15
7904,CAN, willow biosciences inc,15
8083,CAN,cadence minerals plc,15
8097,CAN,capital partners s.a.,15
8221,CAN,galan lithium limited,15
8411,CAN,materials petroleum jsc,15
8416,CAN,mcdonald’s corporation,15
8470,CAN,nautilus minerals inc,15
8520,CAN,organto foods inc,15
8732,CAN,trilogy metals inc,15
8758,CAN,vulcan energy resources limited,15
6501,CAN, austral gold limited,14
6695,CAN, cineworld group,14
6752,CAN, cullen resources ltd,14
6780,CAN, diagnos inc,14
6785,CAN, dixie gold inc,14
6786,CAN, dni metals inc,14
6809,CAN, electronics mart india ltd,14
6842,CAN, enveric biosciences inc,14
7051,CAN, hitachi zosen corporation,14
7160,CAN, kootenay silver inc,14
7268,CAN, mastercard inc,14
7299,CAN, metalicity limited,14
7480,CAN, pelangio exploration inc,14
7609,CAN, sahara energy ltd,14
7655,CAN, silver mountain resources inc.,14
7660,CAN, silvercrest metals inc,14
7776,CAN, tetra bio-pharma inc,14
7861,CAN, vibe growth corporation,14
7864,CAN, victory square technologies inc,14
7867,CAN, viscount mining corp,14
7978,CAN,altamira gold corp,14
7994,CAN,amur minerals corporation,14
8095,CAN,capella minerals limited,14
8173,CAN,enerplus corporation,14
8178,CAN,environmental solutions worldwide inc,14
8316,CAN,international tower hill mines ltd,14
8360,CAN,largo resources ltd,14
8426,CAN,merrill lynch depositor inc ic,14
8460,CAN,murphy oil corporation,14
8544,CAN,petroleum geo,14
8632,CAN,securities trust of scotland plc,14
8691,CAN,sumitomo mitsui trust holdings inc,14
6547,CAN, benz mining corp,13
6619,CAN, caeneus minerals ltd,13
6779,CAN, devon energy corporation,13
6833,CAN, enersys,13
6862,CAN, evolution mining ltd,13
7329,CAN, monumental minerals corp,13
7343,CAN, murphy oil corporation,13
7435,CAN, orex minerals inc,13
7484,CAN, pepinnini minerals limited,13
7564,CAN, red rock resources,13
7691,CAN, sona nanotech inc,13
7708,CAN, sprint bioscience ab (publ),13
7722,CAN, stelco holdings inc,13
7808,CAN, tomagold corporation,13
7959,CAN,air canada,13
8018,CAN,asante gold corporation,13
8025,CAN,avarone metals inc,13
8149,CAN,deutsche bank aktiengesellschaft,13
8159,CAN,eagle plains resources ltd,13
8196,CAN,filo mining corp,13
8205,CAN,flexible solutions international inc,13
8216,CAN,friendly hills bank,13
8371,CAN,lion electric corp,13
8442,CAN,minfocus exploration corp,13
8455,CAN,morella corporation ltd.,13
8483,CAN,nexgen energy ltd.,13
8512,CAN,olink holding ab  adr,13
8640,CAN,sichuan yahua industrial group co ltd,13
8665,CAN,sona nanotech inc,13
8683,CAN,stelco holdings inc,13
8762,CAN,washington post -b-,13
6386,CAN, aerovironment inc,12
6421,CAN, altius minerals corporation,12
6427,CAN, ambac financial group inc,12
6446,CAN, amur minerals corporation,12
6473,CAN, arianne phosphate inc,12
6481,CAN, artemis resources ltd,12
6550,CAN, berkeley energy ltd,12
6589,CAN, border petroleum limited,12
6621,CAN, calima energy limited,12
6636,CAN, canadian overseas petroleum limited,12
6640,CAN, canadian western bank,12
6669,CAN, celestica inc.,12
6693,CAN, cinedigm corp,12
6744,CAN, creso pharma limited,12
6764,CAN, dbs group holdings ltd,12
6997,CAN, grayscale basic attention token trust,12
6998,CAN, grayscale filecoin trust (fil),12
6999,CAN, grayscale livepeer trust (lpt),12
7032,CAN, harris exploration inc,12
7048,CAN, highgold mining inc,12
