Date,Li2CO3 99%
2011-03-22,38000
2011-03-23,38000
2011-03-24,38000
2011-03-25,38000
2011-03-28,38000
2011-03-29,38000
2011-03-30,38000
2011-03-31,38000
2011-04-01,38000
2011-04-06,38000
2011-04-07,38000
2011-04-08,38000
2011-04-11,38000
2011-04-12,38000
2011-04-13,38000
2011-04-14,38000
2011-04-15,38000
2011-04-18,38000
2011-04-19,38000
2011-04-20,38000
2011-04-21,38000
2011-04-22,38000
2011-04-25,38000
2011-04-26,38000
2011-04-27,38000
2011-04-28,38000
2011-04-29,38000
2011-05-03,38000
2011-05-04,38000
2011-05-05,38000
2011-05-06,38000
2011-05-09,38000
2011-05-10,38000
2011-05-11,38000
2011-05-12,38000
2011-05-13,38000
2011-05-16,38000
2011-05-17,38000
2011-05-18,38000
2011-05-19,38000
2011-05-20,38000
2011-05-23,38000
2011-05-24,38000
2011-05-25,38000
2011-05-26,38000
2011-05-27,38000
2011-05-30,38000
2011-05-31,38000
2011-06-01,38000
2011-06-02,38000
2011-06-03,38000
2011-06-07,38000
2011-06-08,38000
2011-06-09,38000
2011-06-10,38000
2011-06-13,38000
2011-06-14,38000
2011-06-15,38000
2011-06-16,38000
2011-06-17,38000
2011-06-20,38000
2011-06-21,38000
2011-06-22,38000
2011-06-23,38000
2011-06-24,38000
2011-06-27,38000
2011-06-28,38000
2011-06-29,38000
2011-06-30,38000
2011-07-01,38000
2011-07-04,38000
2011-07-05,38000
2011-07-06,38000
2011-07-07,38000
2011-07-08,40000
2011-07-11,40000
2011-07-12,40000
2011-07-13,40000
2011-07-14,40000
2011-07-15,40000
2011-07-18,40000
2011-07-19,40000
2011-07-20,40000
2011-07-21,40000
2011-07-22,40000
2011-07-25,40000
2011-07-26,40000
2011-07-27,40000
2011-07-28,40000
2011-07-29,40000
2011-08-01,40000
2011-08-02,40000
2011-08-03,40000
2011-08-04,40000
2011-08-05,40000
2011-08-08,40000
2011-08-09,40000
2011-08-10,40000
2011-08-11,40000
2011-08-12,40000
2011-08-15,40000
2011-08-16,40000
2011-08-17,40000
2011-08-18,40000
2011-08-19,40000
2011-08-22,40000
2011-08-23,40000
2011-08-24,40000
2011-08-25,40000
2011-08-26,40000
2011-08-29,40000
2011-08-30,40000
2011-08-31,40000
2011-09-01,40000
2011-09-02,40000
2011-09-05,40000
2011-09-06,40000
2011-09-07,40000
2011-09-08,40000
2011-09-09,40000
2011-09-13,40000
2011-09-14,40000
2011-09-15,40000
2011-09-16,40000
2011-09-19,40000
2011-09-20,40000
2011-09-21,40000
2011-09-22,40000
2011-09-23,40000
2011-09-26,40000
2011-09-27,40000
2011-09-28,40000
2011-09-29,40000
2011-09-30,40000
2011-10-10,40000
2011-10-11,40000
2011-10-12,40000
2011-10-13,40000
2011-10-14,40000
2011-10-17,40000
2011-10-18,40000
2011-10-19,40000
2011-10-20,40000
2011-10-21,40000
2011-10-24,40000
2011-10-25,40000
2011-10-26,40000
2011-10-27,40000
2011-10-28,40000
2011-10-31,40000
2011-11-01,40000
2011-11-02,40000
2011-11-03,40000
2011-11-04,40000
2011-11-07,40000
2011-11-08,40000
2011-11-09,40000
2011-11-10,40000
2011-11-11,40000
2011-11-14,40000
2011-11-15,40000
2011-11-16,40000
2011-11-17,40000
2011-11-18,40000
2011-11-21,40000
2011-11-22,40000
2011-11-23,40000
2011-11-24,40000
2011-11-25,40000
2011-11-28,40000
2011-11-29,40000
2011-11-30,40000
2011-12-01,40000
2011-12-02,40000
2011-12-05,40000
2011-12-06,40000
2011-12-07,40000
2011-12-08,40000
2011-12-09,40000
2011-12-12,40000
2011-12-13,40000
2011-12-14,40000
2011-12-15,40000
2011-12-16,40000
2011-12-19,40000
2011-12-20,40000
2011-12-21,40000
2011-12-22,40000
2011-12-23,40000
2011-12-26,40000
2011-12-27,40000
2011-12-28,40000
2011-12-29,40000
2011-12-30,40000
2012-01-04,40000
2012-01-05,40000
2012-01-06,40000
2012-01-09,40000
2012-01-10,40000
2012-01-11,40000
2012-01-12,40000
2012-01-13,40000
2012-01-16,40000
2012-01-17,40000
2012-01-18,40000
2012-01-19,40000
2012-01-20,40000
2012-01-30,40000
2012-01-31,40000
2012-02-01,40000
2012-02-02,40000
2012-02-03,40000
2012-02-06,40000
2012-02-07,40000
2012-02-08,40000
2012-02-09,40000
2012-02-10,40000
2012-02-13,40000
2012-02-14,40000
2012-02-15,40000
2012-02-16,40000
2012-02-17,40000
2012-02-20,40000
2012-02-21,40000
2012-02-22,40000
2012-02-23,40000
2012-02-24,40000
2012-02-27,40000
2012-02-28,40000
2012-02-29,40000
2012-03-01,40000
2012-03-02,40000
2012-03-05,40000
2012-03-06,40000
2012-03-07,40000
2012-03-08,40000
2012-03-09,40000
2012-03-12,40000
2012-03-13,40000
2012-03-14,40000
2012-03-15,40000
2012-03-16,40000
2012-03-19,40000
2012-03-20,40000
2012-03-21,40000
2012-03-22,40000
2012-03-23,40000
2012-03-26,40000
2012-03-27,40000
2012-03-28,40000
2012-03-29,40000
2012-03-30,40000
2012-04-05,40000
2012-04-06,40000
2012-04-09,40000
2012-04-10,40000
2012-04-11,40000
2012-04-12,40000
2012-04-13,40000
2012-04-16,40000
2012-04-17,40000
2012-04-18,40000
2012-04-19,40000
2012-04-20,40000
2012-04-23,40000
2012-04-24,40000
2012-04-25,40000
2012-04-26,40000
2012-04-27,40000
2012-05-02,40000
2012-05-03,40000
2012-05-04,40000
2012-05-07,40000
2012-05-08,40000
2012-05-09,40000
2012-05-10,40000
2012-05-11,40000
2012-05-14,40000
2012-05-15,40000
2012-05-16,40000
2012-05-17,40000
2012-05-18,40000
2012-05-21,40000
2012-05-22,40000
2012-05-23,40000
2012-05-24,40000
2012-05-25,40000
2012-05-28,40000
2012-05-29,40000
2012-05-30,40000
2012-05-31,40000
2012-06-01,40000
2012-06-04,40000
2012-06-05,40000
2012-06-06,40000
2012-06-07,40000
2012-06-08,40000
2012-06-11,40000
2012-06-12,40000
2012-06-13,40000
2012-06-14,40000
2012-06-15,40000
2012-06-18,40000
2012-06-19,40000
2012-06-20,40000
2012-06-21,40000
2012-06-25,40000
2012-06-26,40000
2012-06-27,40000
2012-06-28,40000
2012-06-29,40000
2012-07-02,40000
2012-07-03,40000
2012-07-04,40000
2012-07-05,40000
2012-07-06,40000
2012-07-09,40000
2012-07-10,40000
2012-07-11,40000
2012-07-12,40000
2012-07-13,40000
2012-07-16,40000
2012-07-17,40000
2012-07-18,40000
2012-07-19,40000
2012-07-20,40000
2012-07-23,40000
2012-07-24,40000
2012-07-25,40000
2012-07-26,40000
2012-07-27,40000
2012-07-30,40000
2012-07-31,40000
2012-08-01,40000
2012-08-02,40000
2012-08-03,40000
2012-08-06,40000
2012-08-07,40000
2012-08-08,40000
2012-08-09,40000
2012-08-10,40000
2012-08-13,40000
2012-08-14,40000
2012-08-15,40000
2012-08-16,40000
2012-08-17,40000
2012-08-20,40000
2012-08-21,40000
2012-08-22,40000
2012-08-23,40000
2012-08-24,40000
2012-08-27,40000
2012-08-28,40000
2012-08-29,40000
2012-08-30,40000
2012-08-31,40000
2012-09-03,40000
2012-09-04,40000
2012-09-05,40000
2012-09-06,40000
2012-09-07,40000
2012-09-10,40000
2012-09-11,40000
2012-09-12,40000
2012-09-13,40000
2012-09-14,40000
2012-09-17,40000
2012-09-18,40000
2012-09-19,40000
2012-09-20,40000
2012-09-21,40000
2012-09-24,40000
2012-09-25,40000
2012-09-26,40000
2012-09-27,40000
2012-09-28,40000
2012-10-08,40000
2012-10-09,40000
2012-10-10,40000
2012-10-11,40000
2012-10-12,40000
2012-10-15,40000
2012-10-16,40000
2012-10-17,40000
2012-10-18,40000
2012-10-19,40000
2012-10-22,40000
2012-10-23,40000
2012-10-24,40000
2012-10-25,40000
2012-10-26,40000
2012-10-29,40000
2012-10-30,40000
2012-10-31,40000
2012-11-01,40000
2012-11-02,40000
2012-11-05,40000
2012-11-06,40000
2012-11-07,40000
2012-11-08,40000
2012-11-09,40000
2012-11-12,40000
2012-11-13,40000
2012-11-14,40000
2012-11-15,40000
2012-11-16,40000
2012-11-19,40000
2012-11-20,40000
2012-11-21,40000
2012-11-22,40000
2012-11-23,40000
2012-11-26,40000
2012-11-27,40000
2012-11-28,40000
2012-11-29,40000
2012-11-30,40000
2012-12-07,40000
2012-12-14,40000
2012-12-21,40000
2012-12-28,40000
2013-01-04,40000
2013-01-11,40000
2013-01-18,40000
2013-01-25,40000
2013-02-01,40000
2013-02-08,40000
2013-02-22,40000
2013-03-01,40000
2013-03-08,40000
2013-03-15,40000
2013-03-22,40800
2013-03-29,41000
2013-04-05,41000
2013-04-12,41000
2013-04-19,41000
2013-04-26,41000
2013-05-03,41000
2013-05-10,41000
2013-05-17,41000
2013-05-24,41000
2013-05-31,41000
2013-06-07,41000
2013-06-14,41000
2013-06-21,41000
2013-06-28,41000
2013-07-05,41000
2013-07-12,41000
2013-07-19,41000
2013-07-26,41000
2013-08-02,41000
2013-08-09,41000
2013-08-16,41000
2013-08-23,41000
2013-08-30,41000
2013-09-06,41000
2013-09-13,38600
2013-09-20,38500
2013-09-27,38500
2013-10-04,38500
2013-10-11,38500
2013-10-18,38500
2013-10-25,38500
2013-11-01,37900
2013-11-08,37000
2013-11-15,37000
2013-11-22,37000
2013-11-29,37000
2013-12-06,37000
2013-12-13,37000
2013-12-20,37000
2013-12-27,37000
2014-01-03,37000
2014-01-10,37000
2014-01-17,37000
2014-01-24,37000
2014-01-31,37000
2014-02-07,37000
2014-02-14,37000
2014-02-21,37000
2014-02-28,37000
2014-03-07,37000
2014-03-14,37000
2014-03-21,37000
2014-03-28,37000
2014-04-04,37000
2014-04-11,37000
2014-04-18,37000
2014-04-25,37000
2014-05-02,37000
2014-05-09,37000
2014-05-16,37000
2014-05-23,37000
2014-05-30,37000
2014-06-06,37000
2014-06-13,37000
2014-06-20,37000
2014-06-27,37000
2014-07-04,37000
2014-07-11,37000
2014-07-18,37000
2014-07-25,37000
2014-08-01,37000
2014-08-08,37000
2014-08-15,37000
2014-08-22,37000
2014-08-29,39000
2014-09-05,39000
2014-09-12,39000
2014-09-19,39450
2014-09-26,39750
2014-10-03,39750
2014-10-10,39750
2014-10-17,39750
2014-10-24,40050
2014-10-31,40250
2014-11-07,40250
2014-11-14,40350
2014-11-21,40750
2014-11-24,40750
2014-11-25,40750
2014-11-26,40750
2014-11-27,40750
2014-11-28,40750
2014-12-01,42000
2014-12-02,42000
2014-12-03,42000
2014-12-04,42000
2014-12-05,42000
2014-12-08,42000
2014-12-09,42000
2014-12-10,42000
2014-12-11,42000
2014-12-12,42000
2014-12-15,42000
2014-12-16,42000
2014-12-17,42000
2014-12-18,42000
2014-12-19,42000
2014-12-22,42000
2014-12-23,42000
2014-12-24,42000
2014-12-25,42000
2014-12-26,42000
2014-12-29,42000
2014-12-30,42000
2014-12-31,42000
2015-01-05,42000
2015-01-07,42500
2015-01-08,42500
2015-01-09,42500
2015-01-12,42500
2015-01-13,42500
2015-01-14,42500
2015-01-15,42500
2015-01-16,42500
2015-01-19,42500
2015-01-20,42500
2015-01-21,42500
2015-01-22,42500
2015-01-23,42500
2015-01-26,42500
2015-01-27,43500
2015-01-29,43500
2015-01-30,43500
2015-02-02,43500
2015-02-03,43500
2015-02-04,43500
2015-02-05,43500
2015-02-06,43500
2015-02-09,43500
2015-02-10,43500
2015-02-11,43500
2015-02-12,43500
2015-02-13,43500
2015-02-16,43500
2015-02-17,43500
2015-02-25,43500
2015-02-26,43500
2015-02-27,43500
2015-03-02,43500
2015-03-03,43500
2015-03-04,43500
2015-03-05,43500
2015-03-06,43500
2015-03-09,43500
2015-03-10,43500
2015-03-11,43500
2015-03-12,43500
2015-03-13,43500
2015-03-17,43500
2015-03-18,44000
2015-03-19,44000
2015-03-20,44000
2015-03-23,44000
2015-03-24,44000
2015-03-25,44000
2015-03-26,44000
2015-03-27,44000
2015-03-30,44000
2015-03-31,44000
2015-04-01,45000
2015-04-02,45000
2015-04-03,45000
2015-04-07,45000
2015-04-08,45000
2015-04-09,45000
2015-04-10,46000
2015-04-13,46000
2015-04-14,46000
2015-04-15,46000
2015-04-16,46000
2015-04-17,46000
2015-04-20,46000
2015-04-21,46000
2015-04-22,46000
2015-04-23,47000
2015-04-24,47000
2015-04-27,47000
2015-04-28,47000
2015-04-29,47000
2015-04-30,47000
2015-05-04,47000
2015-05-05,47000
2015-05-06,47000
2015-05-07,47000
2015-05-08,47000
2015-05-11,47000
2015-05-12,47000
2015-05-13,47000
2015-05-14,47000
2015-05-15,47000
2015-05-18,47000
2015-05-19,47000
2015-05-20,47000
2015-05-21,47000
2015-05-22,47000
2015-05-25,47000
2015-05-26,47000
2015-05-27,47000
2015-05-28,48000
2015-05-29,48000
2015-06-01,48000
2015-06-02,48000
2015-06-03,48000
2015-06-04,48000
2015-06-05,48000
2015-06-08,48000
2015-06-09,48000
2015-06-10,48000
2015-06-11,49000
2015-06-12,49000
2015-06-15,49000
2015-06-16,49000
2015-06-17,49000
2015-06-18,49000
2015-06-19,49000
2015-06-23,49000
2015-06-24,49000
2015-06-25,49000
2015-06-26,49000
2015-06-29,49000
2015-06-30,49000
2015-07-01,49000
2015-07-02,49000
2015-07-03,49000
2015-07-06,49000
2015-07-07,49000
2015-07-08,49000
2015-07-09,49000
2015-07-10,49000
2015-07-13,49000
2015-07-14,49000
2015-07-15,49000
2015-07-16,49000
2015-07-17,49000
2015-07-20,49000
2015-07-21,49000
2015-07-22,49000
2015-07-23,49000
2015-07-24,49000
2015-07-27,49000
2015-07-28,49000
2015-07-29,49000
2015-07-30,49000
2015-07-31,49000
2015-08-03,49000
2015-08-04,49000
2015-08-05,49000
2015-08-06,49000
2015-08-07,49000
2015-08-10,49000
2015-08-11,49000
2015-08-12,49000
2015-08-13,49000
2015-08-14,49000
2015-08-17,49000
2015-08-18,49000
2015-08-19,49000
2015-08-20,49000
2015-08-21,49000
2015-08-24,49000
2015-08-25,49000
2015-08-26,50000
2015-08-27,50000
2015-08-28,50000
2015-08-31,50000
2015-09-01,50000
2015-09-02,50000
2015-09-07,50000
2015-09-08,50000
2015-09-09,50000
2015-09-10,50000
2015-09-11,50000
2015-09-14,50000
2015-09-15,50000
2015-09-16,50000
2015-09-17,50000
2015-09-18,50000
2015-09-21,50000
2015-09-22,50000
2015-09-23,50000
2015-09-24,50000
2015-09-25,50000
2015-09-28,50000
2015-09-29,50000
2015-09-30,50000
2015-10-08,50000
2015-10-09,50000
2015-10-12,50000
2015-10-13,54000
2015-10-14,54000
2015-10-15,54000
2015-10-16,54000
2015-10-19,54000
2015-10-20,54000
2015-10-21,54000
2015-10-22,54000
2015-10-23,54000
2015-10-26,59000
2015-10-27,59000
2015-10-28,59000
2015-10-29,59000
2015-10-30,59000
2015-11-02,59000
2015-11-03,59000
2015-11-04,59000
2015-11-05,59000
2015-11-06,59000
2015-11-09,59000
2015-11-10,59000
2015-11-11,59000
2015-11-12,61500
2015-11-13,61500
2015-11-16,63500
2015-11-17,63500
2015-11-18,63500
2015-11-19,68500
2015-11-20,68500
2015-11-23,68500
2015-11-24,68500
2015-11-25,68500
2015-11-26,73500
2015-11-27,73500
2015-11-30,73500
2015-12-01,73500
2015-12-02,78500
2015-12-03,78500
2015-12-04,83500
2015-12-07,83500
2015-12-08,83500
2015-12-09,88500
2015-12-10,88500
2015-12-11,88500
2015-12-14,88500
2015-12-15,98500
2015-12-16,98500
2015-12-17,98500
2015-12-18,98500
2015-12-21,98500
2015-12-22,98500
2015-12-23,98500
2015-12-24,103500
2015-12-25,103500
2015-12-28,103500
2015-12-29,106500
2015-12-30,106500
2015-12-31,106500
2016-01-04,106500
2016-01-05,106500
2016-01-06,106500
2016-01-07,106500
2016-01-08,106500
2016-01-11,106500
2016-01-12,116500
2016-01-13,116500
2016-01-14,116500
2016-01-15,116500
2016-01-18,116500
2016-01-19,121500
2016-01-20,121500
2016-01-21,121500
2016-01-22,121500
2016-01-25,126500
2016-01-26,126500
2016-01-27,126500
2016-01-28,131500
2016-01-29,131500
2016-02-01,131500
2016-02-02,131500
2016-02-03,131500
2016-02-04,131500
2016-02-05,131500
2016-02-15,131500
2016-02-16,131500
2016-02-17,136500
2016-02-18,136500
2016-02-19,136500
2016-02-22,136500
2016-02-23,136500
2016-02-24,136500
2016-02-25,136500
2016-02-26,136500
2016-02-29,136500
2016-03-01,136500
2016-03-02,146500
2016-03-03,146500
2016-03-04,151500
2016-03-07,151500
2016-03-08,151500
2016-03-09,151500
2016-03-10,156500
2016-03-11,161500
2016-03-14,161500
2016-03-15,161500
2016-03-16,161500
2016-03-17,161500
2016-03-18,161500
2016-03-21,161500
2016-03-22,161500
2016-03-23,161500
2016-03-24,161500
2016-03-25,161500
2016-03-28,161500
2016-03-29,161500
2016-03-30,161500
2016-03-31,161500
2016-04-01,161500
2016-04-05,161500
2016-04-06,161500
2016-04-07,161500
2016-04-08,161500
2016-04-11,161500
2016-04-12,166500
2016-04-13,166500
2016-04-14,166500
2016-04-15,166500
2016-04-18,166500
2016-04-19,166500
2016-04-20,171500
2016-04-21,171500
2016-04-22,171500
2016-04-25,171500
2016-04-26,171500
2016-04-27,171500
2016-04-28,171500
2016-04-29,171500
2016-05-03,171500
2016-05-04,171500
2016-05-05,167500
2016-05-06,167500
2016-05-09,167500
2016-05-10,167500
2016-05-11,167500
2016-05-12,165000
2016-05-13,165000
2016-05-16,165000
2016-05-17,165000
2016-05-18,165000
2016-05-19,165000
2016-05-20,165000
2016-05-23,165000
2016-05-24,165000
2016-05-25,163000
2016-05-26,163000
2016-05-27,163000
2016-05-30,163000
2016-05-31,163000
2016-06-01,163000
2016-06-02,163000
2016-06-03,163000
2016-06-06,163000
2016-06-07,163000
2016-06-08,163000
2016-06-13,163000
2016-06-14,163000
2016-06-15,163000
2016-06-16,163000
2016-06-17,163000
2016-06-20,163000
2016-06-21,163000
2016-06-22,163000
2016-06-23,163000
2016-06-24,157500
2016-06-27,157500
2016-06-28,157500
2016-06-29,157500
2016-06-30,157500
2016-07-01,157500
2016-07-04,157500
2016-07-05,157500
2016-07-06,152500
2016-07-07,152500
2016-07-08,152500
2017-03-22,0
2017-03-23,0
2017-03-27,0
2017-03-28,0
2017-03-29,0
2017-03-30,0
2017-03-31,0
2017-04-05,0
2017-04-06,0
2017-04-10,0
2017-04-12,0
2017-04-13,0
2017-04-18,0
2017-04-20,0
2017-04-21,0
2017-04-27,0
2017-04-28,0
2017-05-05,0
2017-05-10,0
2017-05-11,0
2017-05-12,0
2017-05-15,0
2017-05-16,0
2017-05-17,0
2017-05-18,0
2017-05-19,0
2017-05-22,0
2017-05-23,0
2017-05-24,0
2017-05-25,0
2017-05-26,0
2017-05-31,0
2017-06-01,0
2017-06-02,0
2017-06-05,0
2017-06-06,0
2017-06-07,0
2017-06-08,0
2017-06-09,0
2017-06-12,0
2017-06-13,0
2017-06-14,0
2017-06-15,0
2017-06-16,0
2017-06-19,0
2017-06-20,0
2017-06-21,0
2017-06-22,0
2017-06-23,0
2017-06-26,0
2017-06-27,0
2017-06-28,0
2017-06-29,0
2017-06-30,0
2017-07-03,0
2017-07-04,0
2017-07-05,0
2017-07-06,0
2017-07-07,0
2017-07-10,0
2017-07-11,152500
2017-07-12,152500
2017-07-13,152500
2017-07-14,152500
2017-07-17,152500
2017-07-18,152500
2017-07-19,0
2017-07-20,0
2017-07-21,0
2017-07-24,0
2017-07-25,0
2017-07-26,0
2017-07-27,0
2017-07-28,0
2017-07-31,0
2017-08-01,0
2017-08-02,0
2017-08-03,0
2017-08-04,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-14,0
2017-08-15,0
2017-08-16,0
2017-08-17,0
2017-08-18,0
2017-08-21,0
2017-08-22,0
2017-08-23,0
2017-08-24,0
2017-08-25,0
2017-08-28,0
2017-08-29,0
2017-08-30,0
2017-08-31,0
2017-09-01,0
2017-09-04,0
2017-09-05,0
2017-09-06,0
2017-09-07,153500
2017-09-08,153500
2017-09-11,153500
2017-09-12,154500
2017-09-13,155500
2017-09-14,156500
2017-09-15,157500
2017-09-18,157500
2017-09-19,157500
2017-09-20,157500
2017-09-21,157500
2017-09-22,157500
2017-09-25,157500
2017-09-26,157500
2017-09-27,157500
2017-09-28,157500
2017-09-29,157500
2017-10-09,159500
2017-10-10,159500
2017-10-11,159500
2017-10-12,162500
2017-10-13,163500
2017-10-16,163500
2017-10-17,163500
2017-10-18,163500
2017-10-19,166500
2017-10-20,167500
2017-10-23,167500
2017-10-24,167500
2017-10-25,167500
2017-10-26,167500
2017-10-27,167500
2017-10-30,167500
2017-10-31,167500
2017-11-01,167500
2017-11-02,167500
2017-11-03,167500
2017-11-06,167500
2017-11-07,167500
2017-11-08,167500
2017-11-09,167500
2017-11-10,167500
2017-11-13,167500
2017-11-14,168000
2017-11-15,168000
2017-11-16,168000
2017-11-17,168000
2017-11-20,168000
2017-11-21,168000
2017-11-22,168000
2017-11-23,168000
2017-11-24,168000
2017-11-27,168000
2017-11-28,168000
2017-11-29,168000
2017-11-30,168000
2017-12-01,168000
2017-12-04,167500
2017-12-05,167500
2017-12-06,167500
2017-12-07,167500
2017-12-08,167500
2017-12-11,167500
2017-12-12,167500
2017-12-13,167500
2017-12-14,167500
2017-12-15,167500
2017-12-18,167500
2017-12-19,167500
2017-12-20,167500
2017-12-21,167500
2017-12-22,164500
2017-12-25,164500
2017-12-26,164000
2017-12-27,164000
2017-12-28,164000
2017-12-29,164000
2018-01-02,164000
2018-01-03,164000
2018-01-04,164000
2018-01-05,164000
2018-01-08,164000
2018-01-09,162500
2018-01-10,161500
2018-01-11,161500
2018-01-12,161500
2018-01-15,158500
2018-01-16,158500
2018-01-17,158500
2018-01-18,155500
2018-01-19,155500
2018-01-22,155500
2018-01-23,155500
2018-01-24,155500
2018-01-25,155500
2018-01-26,155500
2018-01-29,155500
2018-01-30,155500
2018-01-31,155500
2018-02-01,153500
2018-02-02,153500
2018-02-05,153500
2018-02-06,153500
2018-02-07,153500
2018-02-08,153500
2018-02-09,153500
2018-02-12,153500
2018-02-13,153500
2018-02-14,153500
2018-02-22,153500
2018-02-23,153500
2018-02-26,153500
2018-02-27,153500
2018-02-28,153500
2018-03-01,153500
2018-03-02,153500
2018-03-05,153500
2018-03-06,153500
2018-03-07,153500
2018-03-08,153500
2018-03-09,153500
2018-03-12,153500
2018-03-13,153500
2018-03-14,153500
2018-03-15,153500
2018-03-16,153500
2018-03-19,153500
2018-03-20,153500
2018-03-21,153500
2018-03-22,153500
2018-03-23,153500
2018-03-26,153500
2018-03-27,153500
2018-03-28,153500
2018-03-29,153500
2018-03-30,153500
2018-04-02,150000
2018-04-03,150000
2018-04-04,150000
2018-04-09,149000
2018-04-10,149000
2018-04-11,149000
2018-04-12,149000
2018-04-13,149000
2018-04-16,149000
2018-04-17,148000
2018-04-18,148000
2018-04-19,148000
2018-04-20,148000
2018-04-23,143500
2018-04-24,143500
2018-04-25,143500
2018-04-26,143500
2018-04-27,142500
2018-05-02,142500
2018-05-03,142500
2018-05-04,140500
2018-05-07,140500
2018-05-08,140500
2018-05-09,138500
2018-05-10,138500
2018-05-11,138500
2018-05-14,138500
2018-05-15,138500
2018-05-16,138500
2018-05-17,138500
2018-05-18,138500
2018-05-21,138500
2018-05-22,138500
2018-05-23,137500
2018-05-24,137500
2018-05-25,137500
2018-05-28,135500
2018-05-29,134500
2018-05-30,134500
2018-05-31,133500
2018-06-01,133500
2018-06-04,133500
2018-06-05,130000
2018-06-06,130000
2018-06-07,130000
2018-06-08,129000
2018-06-11,127500
2018-06-12,127500
2018-06-13,124500
2018-06-14,124500
2018-06-15,124500
2018-06-19,124500
2018-06-20,124500
2018-06-21,124500
2018-06-22,124500
2018-06-25,122500
2018-06-26,122500
2018-06-27,122500
2018-06-28,122500
2018-06-29,119500
2018-07-02,119500
2018-07-03,119500
2018-07-04,119500
2018-07-05,117500
2018-07-06,115500
2018-07-09,115500
2018-07-10,115500
2018-07-11,115500
2018-07-12,114500
2018-07-13,114500
2018-07-16,114500
2018-07-17,114500
2018-07-18,112500
2018-07-19,109500
2018-07-20,107500
2018-07-23,105500
2018-07-24,103500
2018-07-25,103500
2018-07-26,103500
2018-07-27,103500
2018-07-30,103500
2018-07-31,103500
2018-08-01,103500
2018-08-02,103500
2018-08-03,100500
2018-08-06,98500
2018-08-07,98500
2018-08-08,98500
2018-08-09,97500
2018-08-10,97500
2018-08-13,97500
2018-08-14,96500
2018-08-15,95500
2018-08-16,94000
2018-08-17,93000
2018-08-20,92500
2018-08-21,91500
2018-08-22,91500
2018-08-23,91500
2018-08-24,89500
2018-08-27,89000
2018-08-28,88500
2018-08-29,88500
2018-08-30,88500
2018-08-31,88000
2018-09-03,87500
2018-09-04,87000
2018-09-05,86500
2018-09-06,85500
2018-09-07,84500
2018-09-10,84000
2018-09-11,84000
2018-09-12,84000
2018-09-13,83000
2018-09-14,83000
2018-09-17,82500
2018-09-18,82500
2018-09-19,82000
2018-09-20,81500
2018-09-21,81500
2018-09-25,81000
2018-09-26,81000
2018-09-27,80500
2018-09-28,80000
2018-10-08,79000
2018-10-09,79000
2018-10-10,79000
2018-10-11,78000
2018-10-12,78000
2018-10-15,78000
2018-10-16,78000
2018-10-17,78000
2018-10-18,78000
2018-10-19,78000
2018-10-22,78000
2018-10-23,78000
2018-10-24,78500
2018-10-25,78500
2018-10-26,78500
2018-10-29,78500
2018-10-30,78500
2018-10-31,78500
2018-11-01,78500
2018-11-02,78500
2018-11-05,78500
2018-11-06,78500
2018-11-07,78500
2018-11-08,78500
2018-11-09,78500
2018-11-12,78500
2018-11-13,78500
2018-11-14,79000
2018-11-15,79000
2018-11-16,79000
2018-11-19,79000
2018-11-20,79500
2018-11-21,79500
2018-11-22,79500
2018-11-23,79500
2018-11-26,79500
2018-11-27,79500
2018-11-28,79500
2018-11-29,79500
2018-11-30,79500
2018-12-03,79500
2018-12-04,79500
2018-12-05,79500
2018-12-06,79500
2018-12-07,79500
2018-12-10,79500
2018-12-11,79500
2018-12-12,79500
2018-12-13,79500
2018-12-14,79500
2018-12-17,79500
2018-12-18,79500
2018-12-19,79500
2018-12-20,79500
2018-12-21,79500
2018-12-24,79500
2018-12-25,79500
2018-12-26,79500
2018-12-27,79500
2018-12-28,79500
2019-01-02,79500
2019-01-03,79500
2019-01-04,79500
2019-01-07,79500
2019-01-08,79500
2019-01-09,79500
2019-01-10,79500
2019-01-11,79500
2019-01-14,79500
2019-01-15,79500
2019-01-16,79500
2019-01-17,79500
2019-01-18,79500
2019-01-21,79500
2019-01-22,79500
2019-01-23,79500
2019-01-24,79000
2019-01-25,78500
2019-01-28,78500
2019-01-29,78500
2019-01-30,78500
2019-01-31,78500
2019-02-01,78500
2019-02-11,78500
2019-02-12,78500
2019-02-13,78500
2019-02-14,78500
2019-02-15,78500
2019-02-18,78500
2019-02-19,78500
2019-02-20,78500
2019-02-21,78500
2019-02-22,78500
2019-02-25,78500
2019-02-26,78500
2019-02-27,78500
2019-02-28,78500
2019-03-01,78500
2019-03-04,78500
2019-03-05,78500
2019-03-06,78500
2019-03-07,78500
2019-03-08,78500
2019-03-11,77500
2019-03-12,77500
2019-03-13,77500
2019-03-14,77500
2019-03-15,77500
2019-03-18,77500
2019-03-19,77500
2019-03-20,77500
2019-03-21,77500
2019-03-22,77500
2019-03-25,77500
2019-03-26,77500
2019-03-27,77500
2019-03-28,77500
2019-03-29,77500
2019-04-01,77500
2019-04-02,77500
2019-04-03,77500
2019-04-04,77000
2019-04-08,76500
2019-04-09,76500
2019-04-10,76500
2019-04-11,76500
2019-04-12,76500
2019-04-15,76500
2019-04-16,76500
2019-04-17,76500
2019-04-18,76500
2019-04-19,76500
2019-04-22,76500
