Date,r_obs,r_true_ar,r_true_ma1,r_true_ma2,r_true_ma3
2005-01-11,0.00017239893155363006,0.002595178134425511,0.0026416757577356923,0.0026564322337522452,0.002667873394780148
2005-01-18,-0.00017239893155363006,0.0025466884948641823,0.0026345112110450885,0.0024148938149178146,0.002399385477613758
2005-01-25,0.0,0.0025709333146448467,0.002655320575042091,0.002452470499032997,0.0022736605497876736
2005-02-01,0.0,0.0025709333146448467,0.0026529015397513964,0.002486962550742933,0.002321445970280723
2005-03-01,0.0,0.0025709333146448467,0.0026531826511131795,0.0024792766149576697,0.0023593923716326804
2005-03-08,0.0,0.0025709333146448467,0.002653149982415671,0.002476778494964222,0.0023595370958563585
2005-03-15,0.0,0.0025709333146448467,0.0026531537789142353,0.0024778065403004267,0.0023519085065988863
2005-03-22,0.0,0.0025709333146448467,0.0026531533377148558,0.002477933896176272,0.0023498426860343183
2005-03-29,0.0,0.0025709333146448467,0.002653153388987595,0.002477819420881713,0.002350825791487602
2005-04-05,0.0,0.0025709333146448467,0.0026531533830290786,0.002477819922035162,0.0023515026797703373
2005-04-12,0.0,0.0025709333146448467,0.002653153383721531,0.0024778310119893013,0.0023514857107502047
2005-04-19,0.0,0.0025709333146448467,0.002653153383641059,0.0024778297132636534,0.002351344779684916
2005-04-26,0.0,0.0025709333146448467,0.002653153383650411,0.002477828779797021,0.0023513106664078817
2005-05-17,0.0,0.0025709333146448467,0.0026531533836493242,0.0024778290114639977,0.0023513299090772728
2005-05-24,0.0,0.0025709333146448467,0.0026531533836494504,0.0024778290762461296,0.002351341915087942
2005-05-31,0.0,0.0025709333146448467,0.0026531533836494357,0.0024778290463870136,0.002351341241237122
2005-06-07,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290434444477,0.0023513386463536023
2005-06-14,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046683514,0.0023513380894639915
2005-06-21,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290466049677,0.002351338463350762
2005-06-28,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290462984286,0.0023513386750851364
2005-07-05,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046340626,0.002351338656330882
2005-07-12,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046365718,0.0023513386087064855
2005-07-19,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463587814,0.0023513385997826594
2005-08-09,0.0,0.0025709333146448467,0.0026531533836494374,0.00247782904635712,0.0023513386069862526
2005-08-16,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579825,0.00235133861070397
2005-08-23,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046358047,0.0023513386102455296
2005-08-30,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046357956,0.0023513386093751013
2005-09-06,0.0,0.0025709333146448467,0.0026531533836494374,0.00247782904635796,0.002351338609235194
2005-09-13,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046357968,0.002351338609373072
2005-09-20,0.0,0.0025709333146448467,0.0026531533836494374,0.002477829046357967,0.002351338609437999
2005-09-27,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609427567
2005-10-18,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094117174
2005-10-25,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094095898
2005-11-01,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094122122
2005-11-08,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.00235133860941334
2005-11-15,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094131125
2005-11-22,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094128255
2005-11-29,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094127942
2005-12-06,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094128437
2005-12-13,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609412863
2005-12-20,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.0023513386094128584
2005-12-27,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609412853
2006-01-17,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609412853
2006-01-24,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609412854
2006-02-14,0.0,0.0025709333146448467,0.0026531533836494374,0.0024778290463579665,0.002351338609412854
2006-02-21,-0.030636969461889763,-0.0017376073273147957,-0.0009072354666557637,-0.0009751863978229307,-0.0010229765554965308
2006-02-28,0.0,0.0025709333146448467,0.0030669139150605517,-0.00011614778381671036,-0.00036381450008882025
2006-03-07,0.0,0.0025709333146448467,0.0026050693724496686,0.0031064137674517945,0.0006667422115135485
2006-03-14,0.0,0.0025709333146448467,0.002658741331163847,0.002659561402056031,0.0030663601339770015
2006-03-21,0.0,0.0025709333146448467,0.002652503996116146,0.0023961404235307276,0.0026482435752581412
2006-03-28,0.0,0.0025709333146448467,0.0026532288503869662,0.0024693404730938575,0.0023743623532046566
2006-04-04,0.0,0.0025709333146448467,0.0026531446134957443,0.0024867398885699546,0.0022646587134620803
2006-04-11,0.0,0.0025709333146448467,0.0026531544028480713,0.002477651270127021,0.002336047369843417
2006-04-18,0.0,0.0025709333146448467,0.0026531532652061475,0.002476981423960084,0.0023600099066207318
