"Date","Price","Open","High","Low","Vol.","Change %"
"11/30/2021","19,005.58","19,111.64","19,311.41","18,945.16","","-1.00%"
"11/29/2021","19,197.96","19,262.08","19,286.75","19,037.65","","0.65%"
"11/26/2021","19,073.41","19,484.05","19,484.05","18,830.47","","-2.18%"
"11/25/2021","19,497.62","19,582.71","19,755.35","19,338.54","","-0.30%"
"11/24/2021","19,555.58","19,236.19","19,815.78","19,176.99","","2.01%"
"11/23/2021","19,169.60","19,179.46","19,366.90","19,091.91","","0.65%"
"11/22/2021","19,045.05","18,811.46","19,132.56","18,741.20","","1.12%"
"11/19/2021","18,834.26","18,802.22","18,889.71","18,709.81","","1.00%"
"11/18/2021","18,648.20","18,464.60","18,857.67","18,288.40","","1.01%"
"11/17/2021","18,462.14","18,545.93","18,617.39","18,374.65","","-0.48%"
"11/16/2021","18,552.09","18,701.18","18,739.38","18,476.92","","-0.52%"
"11/15/2021","18,648.20","18,791.14","18,862.60","18,582.89","","-1.46%"
"11/12/2021","18,924.21","18,831.80","19,003.07","18,761.56","","0.70%"
"11/11/2021","18,792.37","18,851.51","18,902.03","18,707.35","","0.74%"
"11/10/2021","18,654.36","18,554.55","18,865.07","18,468.30","","0.75%"
"11/09/2021","18,515.12","18,589.05","18,727.06","18,426.40","","-0.42%"
"11/08/2021","18,592.75","18,294.56","18,696.26","18,225.55","","1.34%"
"11/05/2021","18,346.31","18,287.16","18,526.21","18,144.23","","0.32%"
"11/04/2021","18,287.16","18,409.15","18,481.85","18,236.64","","0.24%"
"11/03/2021","18,244.04","18,601.38","18,870.00","18,183.66","","-2.01%"
"11/02/2021","18,618.63","18,483.08","18,823.17","18,377.11","","-0.72%"
"11/01/2021","18,752.94","18,752.94","18,836.73","18,463.37","","0.09%"
"10/29/2021","18,735.69","18,680.24","18,798.53","18,303.18","","0.13%"
"10/28/2021","18,711.04","18,667.91","18,911.89","18,622.32","","-0.09%"
"10/27/2021","18,728.29","19,334.54","19,334.54","18,524.98","","-2.89%"
"10/26/2021","19,286.48","19,431.88","19,578.51","19,187.91","","-0.83%"
"10/25/2021","19,447.90","19,037.58","19,558.80","19,025.25","","3.13%"
"10/22/2021","18,857.67","18,953.79","19,247.05","18,695.02","","-0.51%"
"10/21/2021","18,953.79","19,906.50","20,087.97","18,849.56","","-4.37%"
"10/20/2021","19,820.67","18,889.59","19,919.78","18,775.80","","4.42%"
"10/19/2021","18,981.35","19,111.04","19,512.35","18,939.75","","-0.06%"
"10/18/2021","18,992.36","19,106.15","19,278.66","18,971.56","","0.09%"
"10/15/2021","18,975.24","18,444.24","19,122.05","18,444.24","","3.29%"
"10/14/2021","18,370.83","18,143.26","18,474.82","18,143.26","","1.54%"
"10/13/2021","18,091.87","18,093.09","18,236.24","17,991.54","","0.41%"
"10/12/2021","18,018.46","18,090.65","18,331.68","17,991.54","","-0.71%"
"10/11/2021","18,146.93","18,380.61","18,600.84","18,113.89","","-0.70%"
"10/08/2021","18,275.39","17,794.56","18,376.94","17,794.56","","4.16%"
"10/07/2021","17,544.97","17,239.09","17,575.55","17,208.50","","1.82%"
"10/06/2021","17,231.75","17,190.15","17,311.28","17,077.59","","0.13%"
"10/05/2021","17,209.73","17,058.01","17,237.87","16,908.75","","0.59%"
"10/04/2021","17,108.18","16,999.29","17,165.68","16,941.78","","1.01%"
"10/01/2021","16,936.89","16,914.86","17,013.97","16,688.52","","-0.01%"
"09/30/2021","16,939.33","17,422.62","17,437.30","16,744.80","","-2.00%"
"09/29/2021","17,285.58","17,461.77","17,549.86","17,128.98","","-0.92%"
"09/28/2021","17,445.86","17,593.91","17,615.93","17,381.02","","-1.78%"
"09/27/2021","17,761.52","17,728.49","17,993.99","17,728.49","","-0.72%"
"09/24/2021","17,891.22","17,740.73","18,023.35","17,630.61","","-0.12%"
"09/23/2021","17,913.24","17,704.02","18,018.46","17,553.53","","1.38%"
"09/22/2021","17,669.76","17,513.46","17,753.69","17,395.48","","1.52%"
"09/21/2021","17,404.60","17,479.54","17,589.52","17,055.30","","-0.30%"
"09/20/2021","17,457.78","17,645.12","17,646.33","17,368.34","","-1.87%"
"09/17/2021","17,790.16","17,804.66","18,534.69","17,608.86","","0.11%"
"09/16/2021","17,770.82","18,101.99","18,152.76","17,678.96","","-3.22%"
"09/15/2021","18,361.85","17,972.67","18,411.41","17,937.62","","2.41%"
"09/14/2021","17,929.16","17,979.92","18,117.71","17,813.13","","-0.58%"
"09/13/2021","18,034.31","18,498.43","18,538.32","17,904.98","","-3.14%"
"09/10/2021","18,619.30","18,525.02","18,790.93","18,492.39","","1.22%"
"09/09/2021","18,395.70","18,178.14","18,465.80","18,169.68","","2.24%"
"09/08/2021","17,993.21","17,830.05","18,069.36","17,830.05","","1.19%"
"09/07/2021","17,781.70","17,676.55","17,843.34","17,596.78","","0.24%"
"09/06/2021","17,739.40","17,785.33","17,803.46","17,585.90","","-0.64%"
"09/03/2021","17,853.01","17,352.63","17,878.39","17,300.66","","2.63%"
"09/02/2021","17,396.14","17,353.84","17,416.69","17,151.99","","0.54%"
"09/01/2021","17,303.07","17,452.95","17,480.75","17,220.89","","-1.00%"
"08/31/2021","17,477.12","17,555.68","17,665.67","17,353.84","","0.12%"
"08/30/2021","17,456.57","17,147.16","17,489.21","17,141.11","","1.99%"
"08/27/2021","17,115.73","16,987.62","17,148.37","16,933.23","","0.38%"
"08/26/2021","17,050.47","17,356.25","17,381.64","17,000.91","","-2.03%"
