"Date","Price","Open","High","Low","Vol.","Change %"
"11/08/2016","233.80","232.56","235.79","229.24","","1.17%"
"11/07/2016","231.11","226.15","231.11","224.70","","6.40%"
"11/04/2016","217.21","217.00","218.46","216.17","","-0.19%"
"11/03/2016","217.62","215.83","218.84","215.51","","1.57%"
"11/02/2016","214.27","215.68","216.20","213.71","","-0.85%"
"11/01/2016","216.09","217.56","219.12","215.90","","-0.67%"
"10/31/2016","217.56","215.01","219.89","214.85","","0.41%"
"10/28/2016","216.67","215.33","216.99","214.60","","0.67%"
"10/27/2016","215.22","212.32","215.70","209.93","","0.97%"
"10/26/2016","213.15","212.83","213.46","210.54","","0.35%"
"10/25/2016","212.41","212.20","215.01","211.89","","1.19%"
"10/24/2016","209.92","208.69","210.24","207.96","","1.45%"
"10/21/2016","206.92","210.75","211.27","206.92","","-1.67%"
"10/20/2016","210.44","214.40","214.91","210.24","","-1.75%"
"10/19/2016","214.19","216.17","216.59","211.50","","-0.96%"
"10/18/2016","216.27","215.03","217.52","213.79","","1.16%"
"10/17/2016","213.79","217.26","218.15","213.67","","-1.88%"
"10/14/2016","217.87","216.43","217.99","215.49","","0.52%"
"10/13/2016","216.74","219.13","219.13","215.28","","-1.28%"
"10/12/2016","219.54","217.68","220.69","216.79","","1.34%"
"10/11/2016","216.63","217.36","219.44","215.38","","-0.90%"
"10/10/2016","218.61","215.31","218.73","214.79","","3.13%"
"10/07/2016","211.97","212.27","215.71","211.44","","-0.53%"
"10/06/2016","213.11","209.89","213.33","208.85","","1.73%"
"10/05/2016","209.47","209.49","210.22","206.78","","-0.01%"
"10/04/2016","209.49","214.54","215.69","208.60","","-2.64%"
"10/03/2016","215.16","218.80","221.20","211.82","","-2.17%"
"09/30/2016","219.94","216.85","222.27","215.29","","1.33%"
"09/29/2016","217.06","225.10","225.21","216.24","","-2.44%"
"09/28/2016","222.49","220.50","223.21","219.88","","0.62%"
"09/27/2016","221.13","214.35","225.82","213.21","","0.95%"
"09/26/2016","219.04","219.95","220.10","216.93","","-1.25%"
"09/23/2016","221.82","219.12","222.98","218.96","","0.00%"
"09/22/2016","221.83","218.46","221.83","216.79","","3.02%"
"09/21/2016","215.33","212.44","215.97","211.91","","0.38%"
"09/20/2016","214.52","210.46","214.63","210.36","","1.57%"
"09/19/2016","211.19","206.80","211.19","205.45","","4.39%"
"09/16/2016","202.32","203.05","203.05","200.34","","0.10%"
"09/15/2016","202.11","206.60","206.81","202.01","","-1.28%"
"09/14/2016","204.72","206.85","207.26","203.51","","-0.22%"
