GKGRECORDID,DATE,DocumentIdentifier,Themes,V2Themes,Locations,V2Locations,Organizations,V2Organizations,V2Tone,FinalThemes,Stock
20190412171500-1768,2019-04-12 17:15:00,http://www.mining.com/web/chinas-general-lithium-launch-60000-t-spodumene-converter-end-2020/,TAX_FNCACT;TAX_FNCACT_PRODUCER;TAX_FNCACT_OFFICIAL;EPU_ECONOMY_HISTORIC;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_YUAN;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;ECON_WORLDCURRENCIES_CHINESE_YUAN;ECON_WORLDCURRENCIES_RENMINBI;,"GENERAL_GOVERNMENT,1251;EPU_POLICY_GOVERNMENT,1251;ECON_WORLDCURRENCIES_CHINESE_YUAN,2485;EPU_ECONOMY_HISTORIC,556;ECON_WORLDCURRENCIES_RENMINBI,2494;TAX_FNCACT_PRODUCER,83;ECON_WORLDCURRENCIES_YUAN,1509;ECON_WORLDCURRENCIES_YUAN,2485;TAX_FNCACT_OFFICIAL,220;TAX_FNCACT_OFFICIAL,469;TAX_FNCACT_OFFICIAL,1159;TAX_FNCACT_OFFICIAL,1765;TAX_FNCACT_OFFICIAL,2002;TAX_FNCACT_OFFICIAL,2285;TAX_ETHNICITY_CHINESE,2480;TAX_WORLDLANGUAGES_CHINESE,2480;","4#Yichang, Hubei, China#CH#CH12#30.7714#111.321#-1932406;1#Australia#AS#AS#-25#135#AS;4#Shanghai, Shanghai, China#CH#CH23#31.2222#121.458#-1924465;4#Greenbushes, Western Australia, Australia#AS#AS08#-33.8497#116.058#-1576498;4#Qinghai, Guizhou, China#CH#CH18#25.8083#106.075#-3836054;1#Brazil#BR#BR#-10#-55#BR;1#China#CH#CH#35#105#CH;4#Hubei, Guangdong, China#CH#CH30#23.2656#116.054#10073728;1#Canada#CA#CA#60#-96#CA;4#Albemarle, New South Wales, Australia#AS#AS02#-32.2833#142.633#-1555332","1#Australia#AS#AS##-25#135#AS#1609;1#Australia#AS#AS##-25#135#AS#2381;1#Australia#AS#AS##-25#135#AS#2399;1#Australia#AS#AS##-25#135#AS#2455;4#Hubei, Guangdong, China#CH#CH30#13047#23.2656#116.054#10073728#433;1#Brazil#BR#BR##-10#-55#BR#1618;4#Qinghai, Guizhou, China#CH#CH18#13069#25.8083#106.075#-3836054#2134;1#Chinese#CH#CH##35#105#CH#2480;4#Greenbushes, Western Australia, Australia#AS#AS08#5473#-33.8497#116.058#-1576498#2370;4#Yichang, Hubei, China#CH#CH12#13129#30.7714#111.321#-1932406#401;1#Canada#CA#CA##60#-96#CA#1627;1#China#CH#CH##35#105#CH#15;1#China#CH#CH##35#105#CH#52;1#China#CH#CH##35#105#CH#408;1#China#CH#CH##35#105#CH#427;1#China#CH#CH##35#105#CH#440;1#China#CH#CH##35#105#CH#1443;1#China#CH#CH##35#105#CH#2063;1#China#CH#CH##35#105#CH#2141;4#Shanghai, Shanghai, China#CH#CH23#13243#31.2222#121.458#-1924465#8;4#Albemarle, New South Wales, Australia#AS#AS02#5096#-32.2833#142.633#-1555332#2444",['albemarle corp'],"Ganfeng Lithium Co,714;Ganfeng Lithium Co,912;Lithium Corp,44;Reuters,1172",0.23923445,"GENERAL_GOVERNMENT,TAX_ETHNICITY",002460.SZ
20190416164500-901,2019-04-16 16:45:00,https://www.globenewswire.com/news-release/2019/04/15/1803793/0/en/Global-Lithium-Battery-Market-Study-2017-2019-2023-Dominated-by-SAFT-A123-Systems-BASF-Battery-Materials-Sony-Energy-Devices-Corp-Toshiba-and-3M.html,ENV_METALS;WB_507_ENERGY_AND_EXTRACTIVES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_COLLEGE;,"SOC_POINTSOFINTEREST_COLLEGE,13239;EDUCATION,12894;EDUCATION,13155;EDUCATION,13325;EDUCATION,13378;EDUCATION,13398;EDUCATION,13717;EDUCATION,13895;EDUCATION,13936;EDUCATION,14062;EDUCATION,14088;EDUCATION,14151;EDUCATION,14186;EDUCATION,14273;EDUCATION,14427;EDUCATION,14550;EDUCATION,14570;EDUCATION,14592;EDUCATION,14626;EDUCATION,14731;EDUCATION,14758;EDUCATION,14797;EDUCATION,14822;EDUCATION,14864;EDUCATION,14887;EDUCATION,14912;EDUCATION,14937;EDUCATION,14967;EDUCATION,14993;EDUCATION,15018;EDUCATION,15054;EDUCATION,15081;EDUCATION,15113;EDUCATION,15144;EDUCATION,15211;EDUCATION,15240;EDUCATION,15269;EDUCATION,15305;EDUCATION,15333;EDUCATION,15365;EDUCATION,15416;EDUCATION,15443;SOC_POINTSOFINTEREST_UNIVERSITY,12894;SOC_POINTSOFINTEREST_UNIVERSITY,13155;SOC_POINTSOFINTEREST_UNIVERSITY,13325;SOC_POINTSOFINTEREST_UNIVERSITY,13378;SOC_POINTSOFINTEREST_UNIVERSITY,13398;SOC_POINTSOFINTEREST_UNIVERSITY,13717;SOC_POINTSOFINTEREST_UNIVERSITY,13895;SOC_POINTSOFINTEREST_UNIVERSITY,13936;SOC_POINTSOFINTEREST_UNIVERSITY,14062;SOC_POINTSOFINTEREST_UNIVERSITY,14088;SOC_POINTSOFINTEREST_UNIVERSITY,14151;SOC_POINTSOFINTEREST_UNIVERSITY,14186;SOC_POINTSOFINTEREST_UNIVERSITY,14273;SOC_POINTSOFINTEREST_UNIVERSITY,14427;SOC_POINTSOFINTEREST_UNIVERSITY,14550;SOC_POINTSOFINTEREST_UNIVERSITY,14570;SOC_POINTSOFINTEREST_UNIVERSITY,14592;SOC_POINTSOFINTEREST_UNIVERSITY,14626;SOC_POINTSOFINTEREST_UNIVERSITY,14731;SOC_POINTSOFINTEREST_UNIVERSITY,14758;SOC_POINTSOFINTEREST_UNIVERSITY,14797;SOC_POINTSOFINTEREST_UNIVERSITY,14822;SOC_POINTSOFINTEREST_UNIVERSITY,14864;SOC_POINTSOFINTEREST_UNIVERSITY,14887;SOC_POINTSOFINTEREST_UNIVERSITY,14912;SOC_POINTSOFINTEREST_UNIVERSITY,14937;SOC_POINTSOFINTEREST_UNIVERSITY,14967;SOC_POINTSOFINTEREST_UNIVERSITY,14993;SOC_POINTSOFINTEREST_UNIVERSITY,15018;SOC_POINTSOFINTEREST_UNIVERSITY,15054;SOC_POINTSOFINTEREST_UNIVERSITY,15081;SOC_POINTSOFINTEREST_UNIVERSITY,15113;SOC_POINTSOFINTEREST_UNIVERSITY,15144;SOC_POINTSOFINTEREST_UNIVERSITY,15211;SOC_POINTSOFINTEREST_UNIVERSITY,15240;SOC_POINTSOFINTEREST_UNIVERSITY,15269;SOC_POINTSOFINTEREST_UNIVERSITY,15305;SOC_POINTSOFINTEREST_UNIVERSITY,15333;SOC_POINTSOFINTEREST_UNIVERSITY,15365;SOC_POINTSOFINTEREST_UNIVERSITY,15416;SOC_POINTSOFINTEREST_UNIVERSITY,15443;ENV_METALS,1228;ENV_METALS,3794;WB_507_ENERGY_AND_EXTRACTIVES,1228;WB_507_ENERGY_AND_EXTRACTIVES,3794;","2#Nevada, United States#US#USNV#38.4199#-117.122#NV;1#United States#US#US#39.828175#-98.5795#US;2#Minnesota, United States#US#USMN#45.7326#-93.9196#MN;2#California, United States#US#USCA#36.17#-119.746#CA;2#New Mexico, United States#US#USNM#34.8375#-106.237#NM;4#Dublin, Dublin, Ireland#EI#EI07#53.3331#-6.24889#-1502554;3#Princeton University, New Jersey, United States#US#USNJ#40.3428#-74.6568#879497;4#Honjo, Gifu, Japan#JA#JA09#35.4167#136.75#-229723;2#Arizona, United States#US#USAZ#33.7712#-111.388#AZ;3#Lawrence Livermore National Laboratory, California, United States#US#USCA#37.6858#-121.706#254901;2#Massachusetts, United States#US#USMA#42.2373#-71.5314#MA;3#Rice University, Texas, United States#US#USTX#29.7173#-95.4027#1345164;3#Oak Ridge, Illinois, United States#US#USIL#40.8114#-89.4376#414846;3#Chicago, Illinois, United States#US#USIL#41.85#-87.6501#423587;3#Sandia National Laboratories, California, United States#US#USCA#37.6744#-121.707#1665804;2#Georgia, United States#US#USGA#32.9866#-83.6487#GA;1#Japan#JA#JA#36#138#JA;4#Tokyo, Tokyo, Japan#JA#JA40#35.685#139.751#-246227;2#North Carolina, United States#US#USNC#35.6411#-79.8431#NC;2#Missouri, United States#US#USMO#38.4623#-92.302#MO;4#Waseda, Niigata, Japan#JA#JA29#38.3#139.55#-247897;2#Texas, United States#US#USTX#31.106#-97.6475#TX;2#Kentucky, United States#US#USKY#37.669#-84.6514#KY;3#Stanford University, California, United States#US#USCA#37.4289#-122.17#235365;3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;2#Rhode Island, United States#US#USRI#41.6772#-71.5101#RI;2#Illinois, United States#US#USIL#40.3363#-89.0022#IL;4#Kyoto, Kyoto, Japan#JA#JA22#35#135.75#-235402;1#Canada#CA#CA#60#-96#CA;3#Albemarle, North Carolina, United States#US#USNC#35.6115#-82.5426#1017529;3#Star Institute, Georgia, United States#US#USGA#34.5012#-84.8266#334513;3#North Carolina State University, North Carolina, United States#US#USNC#35.7871#-78.6725#991203;3#Northwestern University, Illinois, United States#US#USIL#42.0556#-87.6745#414709;2#New Jersey, United States#US#USNJ#40.314#-74.5089#NJ;2#Idaho, United States#US#USID#44.2394#-114.51#ID;3#Ashland, North Carolina, United States#US#USNC#36.3299#-79.5167#1006120;3#Gold Peak, California, United States#US#USCA#35.445#-118.153#242797;2#Colorado, United States#US#USCO#39.0646#-105.327#CO;2#Pennsylvania, United States#US#USPA#40.5773#-77.264#PA;3#Los Alamos National Laboratory, New Mexico, United States#US#USNM#35.8334#-106.251#916039;4#Caledonia, Ontario, Canada#CA#CA08#43.0667#-79.95#-561987","2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#14980;1#America#US#US##39.828175#-98.5795#US#8261;3#North Carolina State University, North Carolina, United States#US#USNC#NC183#35.7871#-78.6725#991203#13895;4#Caledonia, Ontario, Canada#CA#CA08#12656#43.0667#-79.95#-561987#10542;2#Nevada, United States#US#USNV##38.4199#-117.122#NV#15028;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#12877;4#Kyoto, Kyoto, Japan#JA#JA22#35033#35#135.75#-235402#13360;1#Canada#CA#CA##60#-96#CA#10550;1#Canada#CA#CA##60#-96#CA#10572;1#Canada#CA#CA##60#-96#CA#12589;2#New Mexico, United States#US#USNM##34.8375#-106.237#NM#15068;4#Honjo, Gifu, Japan#JA#JA09#33915#35.4167#136.75#-229723#11283;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#14809;3#Sandia National Laboratories, California, United States#US#USCA#CA001#37.6744#-121.707#1665804#14472;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#14769;2#Kentucky, United States#US#USKY##37.669#-84.6514#KY#14924;3#Gold Peak, California, United States#US#USCA#CA029#35.445#-118.153#242797#8121;3#Gold Peak, California, United States#US#USCA#CA029#35.445#-118.153#242797#9118;2#Massachusetts, United States#US#USMA##42.2373#-71.5314#MA#13620;2#Massachusetts, United States#US#USMA##42.2373#-71.5314#MA#14954;2#New Jersey, United States#US#USNJ##40.314#-74.5089#NJ#14441;3#Stanford University, California, United States#US#USCA#CA085#37.4289#-122.17#235365#14592;3#Northwestern University, Illinois, United States#US#USIL#IL031#42.0556#-87.6745#414709#13936;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#8689;4#Dublin, Dublin, Ireland#EI#EI07#18288#53.3331#-6.24889#-1502554#39;3#Lawrence Livermore National Laboratory, California, United States#US#USCA#CA001#37.6858#-121.706#254901#13541;3#Star Institute, Georgia, United States#US#USGA#GA129#34.5012#-84.8266#334513#12773;2#California, United States#US#USCA##36.17#-119.746#CA#12970;2#California, United States#US#USCA##36.17#-119.746#CA#13007;2#California, United States#US#USCA##36.17#-119.746#CA#14745;2#California, United States#US#USCA##36.17#-119.746#CA#15292;3#Los Alamos National Laboratory, New Mexico, United States#US#USNM#NM043#35.8334#-106.251#916039#13589;2#Georgia, United States#US#USGA##32.9866#-83.6487#GA#13198;2#North Carolina, United States#US#USNC##35.6411#-79.8431#NC#13878;2#North Carolina, United States#US#USNC##35.6411#-79.8431#NC#15131;2#Rhode Island, United States#US#USRI##41.6772#-71.5101#RI#15256;2#Idaho, United States#US#USID##44.2394#-114.51#ID#13247;3#Albemarle, North Carolina, United States#US#USNC#NC021#35.6115#-82.5426#1017529#10169;4#Tokyo, Tokyo, Japan#JA#JA40#36340#35.685#139.751#-246227#15374;2#Texas, United States#US#USTX##31.106#-97.6475#TX#15342;3#Oak Ridge, Illinois, United States#US#USIL#IL203#40.8114#-89.4376#414846#14003;2#Pennsylvania, United States#US#USPA##40.5773#-77.264#PA#15227;3#Princeton University, New Jersey, United States#US#USNJ#NJ021#40.3428#-74.6568#879497#14151;4#Waseda, Niigata, Japan#JA#JA29#35541#38.3#139.55#-247897#15425;2#Missouri, United States#US#USMO##38.4623#-92.302#MO#15005;2#Illinois, United States#US#USIL##40.3363#-89.0022#IL#14899;1#Japan#JA#JA##36#138#JA#9672;1#Japan#JA#JA##36#138#JA#11290;1#Japan#JA#JA##36#138#JA#13367;1#Japan#JA#JA##36#138#JA#15381;1#Japan#JA#JA##36#138#JA#15432;3#Rice University, Texas, United States#US#USTX#TX201#29.7173#-95.4027#1345164#14273;3#Ashland, North Carolina, United States#US#USNC#NC033#36.3299#-79.5167#1006120#10398","['apple inc', 'fmc corp', 'medtronic plc', 'cabot oil & gas corp', 'johnson controls international plc', 'ametek inc', 'continental resources inc', 'albemarle corp']","Allan Chemical Corp,10241;Bollore Group,8680;Mechanics Research Group,13188;Xalt Energy Llc,9935;Lithium Battery Technology Background,3356;C D Technologies Inc,8781;Denchi Power Ltd,8934;Argonne National Laboratory,12867;Georgia Institute,13208;Winston Battery Ltd,9916;Tronics Inc,8729;Battery Clinic Inc,8614;Thomas Swan Co,12494;Battery Technology Inc,8663;Akzo Nobel,10157;Toshiba,3036;Toshiba,9868;Hermetic Seal Technology Inc,11247;Dais Analytic Corp,10825;Johnson Matthey Inc,11457;Pacific Northwest National Laboratory,14128;California Nanosystems Institute Ucla,13034;Los Alamos National Laboratory,13589;Frontier Carbon Corp,11108;International Cobalt Co,11380;Columbus Chemical Industries,10716;Nanomaterials Inc,10361;Everexceed Corp,9008;Chambishi Metals Plc Zccm-Ih,10665;Panasonic,8237;Panasonic,9635;Brookhaven National Laboratory,12957;Enersys Inc,8989;Dayton Research Institute,14851;Arotech Corp,8553;Sumitomo Metal Mining Co,12379;Retriev Technologies Inc,12082;Aerospace Segment,4533;Shepherd Chemical Co,12182;Simon Fraser University,14550;Hyb Battery Co,9225;Savannah River National Laboratory,14524;Ashburton Ventures Inc,10448;Xiamen Tungsten Co,12682;Gfs Chemicals Inc,11157;Lynntech Inc,11572;Sony Energy Devices Corp,3026;Sony Energy Devices Corp,8288;Sony Energy Devices Corp,9785;Teck Resources Ltd,12462;Nec Energy Devices Ltd,9537;Sophia University,14570;Barium Chemicals Inc,10502;Technology Type,4214;Birck Nanotechnology Center,14216;Ferro Corp,11048;Carolina State University,13895;Farasis Energy,9026;Hunan Xiangtan Electrochemical Group,11344;Om Group Inc,11852;Office Hours Call,15587;Office Hours Call,15663;Sandia National Laboratories,14472;Powders Ltd,12220;Nexcell Battery Co,9559;Accutronics Ltd,8431;Aberdeen International Inc,10059;Furukawa Battery Co,9075;Formation Metals Inc,11084;Apple Inc,8537;Yardney Om Group,8360;Basf Corp,10515;Evraz Stratcor Inc,11034;Wogen Resources Ltd,12660;Nyu Polytechnic School,13976;Aerospace Lithium Batteries,7555;Energizer Holdings Inc,8095;Polyplus Battery Co,9657;Amperex Technology Ltd,10754;Tronox Inc,12538;Evonik Industries Ag,10984;Eaglepicher Corp,8060;Zaf Energy Systems,9969;Canada Lithium Corp,10585;Battelle Memorial Institute,12924;Stock Co,9852;Rochester Institute,14380;Nissan Motor Co,9578;Technology Background,3316;Technology Background,3356;Darton Commodities Ltd,10861;Virginia Commonwealth University,15416;Tesla Motors,9801;Om Group,8070;Om Group,8360;Om Group,11848;C-M Group,10620;Company Profiles,7980;Tiax Llc,9812;Maxpower Inc,11655;Technical Fibre Products Ltd,12440;International Lithium Corp,11415;Microvast Power Systems Ltd,9405;Lithium Electrochemistry Co,8471;Lithium Corp,10585;Lithium Corp,11415;Lithium Corp,11498;Energy Storage Battery Background,7492;Covalent Associates Inc,10786;Materials International Inc,11959;Lithium Exploration Group,11527;Fmc Corp,11060;Mitsubishi Corp,9511;Duracell International,8041;Oregon State University,14088;Raymor Industries Inc,12027;Enerize Corp,8974;A Star Institute,12773;Silatronix Inc,9730;Medtronic Inc,8197;Tech Development Co,8870;California Institute,12980;Shalina Resources Ltd,12127;Mining Corp,9437;Mining Corp,10562;Dexmet Corp,10876;Nasa Ames Research Center,13745;Battery Systems Inc,8514;Battery Systems Inc,8637;Stanford University,14592;Ilika Technologies Ltd,9256;John Hopkins University Applied Physics Laboratory,13352;Cabot Corp,10529;Primearth Ev Energy,9699;Ohio State University,14062;Aerospace Secondary Lithium Batteries,5160;Materials Research,12810;Texmac Inc,12476;Sk Energy Corp,12267;Hitachi Maxell Corp,9181;Byd Co,8752;Sichuan Lithium Industries,12250;Odyne Systems Llc,9599;Nano-C Inc,11750;Allchem Industries Inc,10267;Florida State University,13155;Michigan State University,13717;Johnson Controls,9309;Acheson Colloids Inc,10083;Graftech International Ltd,11206;Mays Chemical Co,11675;Minmax Energy Technology Co,9487;Oxis Energy Ltd,9617;Ames National Laboratory,12837;Minmax Energy Technology,8225;Minmax Energy Technology,9484;Kyushu University,13398;Rensselaer Polytechnic Institute Rpi,14255;Clean Energy Group,13087;Entek Membranes Llc,10925;Idaho National Laboratory,13267;Hunter College,13239;Oklahoma Carbon Nanotubes Technology Center Cantec,15198;Graphite Co,12408;Muskegon Corp,10609;Lawrence Berkeley National Laboratory,13500;Valence Technology Inc,9893;Battery Technology,3345;Battery Technology,8659;Battery Technology,15711;Flux Power Holdings Inc,9052;Massachusetts Institute,13630;Ametek,10308;Northwestern University,13936;Prince Minerals Inc,11982;Wearable Technology,6225;Lawrence Livermore National Laboratory,13541;Purdue University,14186;Henkel,10091;Henkel,11216;Lamart Corp,11482;Continental Corp,8889;Aerospace Primary Lithium Batteries,4838;China Bak Battery Inc,8817;National Renewable Energy Laboratory,13861;Nasa Jet Propulsion Lab,13771;Ajay Sqm Group,10144;Highpower International,9208;Lithium Battery Companies,2003;Lithium Battery Companies,3454;Lithium Battery Companies,3599;Lithium Battery Companies,8016;Lithium Battery Companies,8398;Nippon Kodoshi Corp,11815;Celgard Llc,10634;Arizona State University,12894;Princeton University,14151;Ultralife Batteries Inc,8314;Altair Nanotechnologies Inc,10298;Greatbatch Inc,8167;Ganfeng Lithium Co,11435;Millibatt Inc,9422;Panasonic Energy Corp,8249;Rice University,14273",-0.305343511,EDUCATION,002460.SZ
20190412101500-1672,2019-04-12 10:15:00,https://www.reuters.com/article/china-metals-lithium/chinas-general-lithium-to-launch-60000-t-spodumene-converter-by-end-2020-idUSL3N21U1DJ,TAX_FNCACT;TAX_FNCACT_PRODUCER;TAX_FNCACT_OFFICIAL;EPU_ECONOMY_HISTORIC;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_YUAN;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;ECON_WORLDCURRENCIES_CHINESE_YUAN;ECON_WORLDCURRENCIES_RENMINBI;TAX_RELIGION;TAX_RELIGION_CHRISTIAN;TAX_ETHNICITY_CHRISTIAN;IDEOLOGY;,"IDEOLOGY,2406;GENERAL_GOVERNMENT,1058;EPU_POLICY_GOVERNMENT,1058;ECON_WORLDCURRENCIES_CHINESE_YUAN,2284;EPU_ECONOMY_HISTORIC,561;ECON_WORLDCURRENCIES_RENMINBI,2293;TAX_FNCACT_PRODUCER,88;ECON_WORLDCURRENCIES_YUAN,1316;ECON_WORLDCURRENCIES_YUAN,2284;TAX_RELIGION_CHRISTIAN,2338;TAX_ETHNICITY_CHRISTIAN,2338;TAX_FNCACT_OFFICIAL,225;TAX_FNCACT_OFFICIAL,474;TAX_FNCACT_OFFICIAL,966;TAX_FNCACT_OFFICIAL,1566;TAX_FNCACT_OFFICIAL,1803;TAX_FNCACT_OFFICIAL,2086;TAX_ETHNICITY_CHINESE,2279;TAX_WORLDLANGUAGES_CHINESE,2279;","4#Yichang, Hubei, China#CH#CH12#30.7714#111.321#-1932406;1#Australia#AS#AS#-25#135#AS;4#Shanghai, Shanghai, China#CH#CH23#31.2222#121.458#-1924465;4#Greenbushes, Western Australia, Australia#AS#AS08#-33.8497#116.058#-1576498;4#Qinghai, Guizhou, China#CH#CH18#25.8083#106.075#-3836054;1#Brazil#BR#BR#-10#-55#BR;1#China#CH#CH#35#105#CH;4#Hubei, Guangdong, China#CH#CH30#23.2656#116.054#10073728;1#Canada#CA#CA#60#-96#CA;4#Albemarle, New South Wales, Australia#AS#AS02#-32.2833#142.633#-1555332","1#Australia#AS#AS##-25#135#AS#1410;1#Australia#AS#AS##-25#135#AS#2182;1#Australia#AS#AS##-25#135#AS#2200;1#Australia#AS#AS##-25#135#AS#2256;4#Hubei, Guangdong, China#CH#CH30#13047#23.2656#116.054#10073728#438;1#Brazil#BR#BR##-10#-55#BR#1419;4#Qinghai, Guizhou, China#CH#CH18#13069#25.8083#106.075#-3836054#1935;1#Chinese#CH#CH##35#105#CH#2279;4#Greenbushes, Western Australia, Australia#AS#AS08#5473#-33.8497#116.058#-1576498#2171;4#Yichang, Hubei, China#CH#CH12#13129#30.7714#111.321#-1932406#406;1#Canada#CA#CA##60#-96#CA#1428;1#China#CH#CH##35#105#CH#15;1#China#CH#CH##35#105#CH#57;1#China#CH#CH##35#105#CH#413;1#China#CH#CH##35#105#CH#432;1#China#CH#CH##35#105#CH#445;1#China#CH#CH##35#105#CH#1250;1#China#CH#CH##35#105#CH#1864;1#China#CH#CH##35#105#CH#1942;4#Shanghai, Shanghai, China#CH#CH23#13243#31.2222#121.458#-1924465#8;4#Albemarle, New South Wales, Australia#AS#AS02#5096#-32.2833#142.633#-1555332#2245",['albemarle corp'],"Thomson Reuters Trust Principles,2406;Ganfeng Lithium Co,719;Lithium Corp,49;Reuters,26;Reuters,979;Reuters,2389",0.75,"GENERAL_GOVERNMENT,TAX_ETHNICITY",002460.SZ
