Date,LiOH 56.5%
2005-08-15,27000
2005-08-16,27000
2005-08-17,27000
2005-08-18,27000
2005-08-19,27000
2005-08-22,27000
2005-08-23,27000
2005-08-24,27000
2005-08-25,27000
2005-08-26,27000
2005-08-29,27000
2005-08-30,27000
2005-08-31,27000
2005-09-01,27000
2005-09-02,27000
2005-09-05,27000
2005-09-06,27000
2005-09-07,27000
2005-09-08,27000
2005-09-09,27000
2005-09-12,27000
2005-09-13,27000
2005-09-14,27000
2005-09-15,27000
2005-09-16,27000
2005-09-19,27000
2005-09-20,27000
2005-09-21,27000
2005-09-22,27000
2005-09-23,27000
2005-09-26,27000
2005-09-27,27000
2005-09-28,27000
2005-09-29,27000
2005-09-30,27000
2005-10-10,27000
2005-10-11,27000
2005-10-12,27000
2005-10-13,27000
2005-10-14,27000
2005-10-17,27000
2005-10-18,27000
2005-10-19,27000
2005-10-20,27000
2005-10-21,27000
2005-10-24,27000
2005-10-25,27000
2005-10-26,27000
2005-10-27,27000
2005-10-28,27000
2005-10-31,27000
2005-11-01,27000
2005-11-02,27000
2005-11-03,27000
2005-11-04,27000
2005-11-07,27000
2005-11-08,27000
2005-11-09,27000
2005-11-10,27000
2005-11-11,27000
2005-11-14,27000
2005-11-15,27000
2005-11-16,27000
2005-11-17,27000
2005-11-18,27000
2005-11-21,27000
2005-11-22,27000
2005-11-23,27000
2005-11-24,27000
2005-11-25,27000
2005-11-28,27000
2005-11-29,27000
2005-11-30,27000
2005-12-01,27000
2005-12-02,27000
2005-12-05,27000
2005-12-06,27000
2005-12-07,27000
2005-12-08,27000
2005-12-09,27000
2005-12-12,27000
2005-12-13,27000
2005-12-14,27000
2005-12-15,27000
2005-12-16,27000
2005-12-19,27000
2005-12-20,27000
2005-12-21,27004
2005-12-22,27000
2005-12-23,27000
2005-12-26,27000
2005-12-27,27000
2005-12-28,27000
2005-12-29,27000
2005-12-30,27000
2006-01-04,27000
2006-01-05,27000
2006-01-06,27000
2006-01-09,27000
2006-01-10,27000
2006-01-11,27000
2006-01-12,27000
2006-01-13,27000
2006-01-16,27000
2006-01-17,27000
2006-01-18,27000
2006-01-19,27000
2006-01-20,27000
2006-01-23,27000
2006-01-24,27000
2006-01-25,27000
2006-01-26,27000
2006-01-27,27000
2006-02-06,27000
2006-02-07,27000
2006-02-08,27000
2006-02-09,27000
2006-02-10,27000
2006-02-13,27000
2006-02-14,27000
2006-02-15,27000
2006-02-16,27000
2006-02-17,27000
2006-02-20,27000
2006-02-21,27000
2006-02-22,27000
2006-02-23,27000
2006-02-24,27000
2006-02-27,27000
2006-02-28,27000
2006-03-01,27000
2006-03-02,27000
2006-03-03,27000
2006-03-06,27000
2006-03-07,27000
2006-03-08,27000
2006-03-09,27000
2006-03-10,27000
2006-03-13,27000
2006-03-14,27000
2006-03-15,27000
2006-03-16,27000
2006-03-17,27000
2006-03-20,27000
2006-03-21,27000
2006-03-22,27000
2006-03-23,27000
2006-03-24,27000
2006-03-27,27000
2006-03-28,27000
2006-03-29,27000
2006-03-30,27000
2006-03-31,27000
2006-04-03,27000
2006-04-04,27000
2006-04-05,27000
2006-04-06,27000
2006-04-10,27000
2006-04-11,27000
2006-04-12,27000
2006-04-13,27000
2006-04-14,27000
2006-04-17,27000
2006-04-18,27000
2006-04-19,27000
2006-04-20,27000
2006-04-21,27000
2006-04-24,27000
2006-04-25,27000
2006-04-26,27000
2006-04-27,27000
2006-04-28,27000
2006-05-08,27000
2006-05-09,27000
2006-05-10,27000
2006-05-11,27000
2006-05-12,27000
2006-05-15,27000
2006-05-16,27000
2006-05-17,27000
2006-05-24,27000
2006-05-25,27000
2006-05-26,27000
2006-05-29,27000
2006-05-30,27000
2006-05-31,27000
2006-06-01,27000
2006-06-02,27000
2006-06-05,27000
2006-06-06,27000
2006-06-07,27000
2006-06-08,27000
2006-06-09,27000
2006-06-12,27000
2006-06-13,27000
2006-06-14,27000
2006-06-15,27000
2006-06-16,27000
2006-06-19,27000
2006-06-20,27000
2006-06-21,27000
2006-06-22,27000
2006-06-23,27000
2006-06-26,27000
2006-06-27,27000
2006-06-28,27000
2006-06-29,27000
2006-06-30,27000
2006-07-03,27000
2006-07-04,27000
2006-07-05,27000
2006-07-06,27000
2006-07-07,27003
2006-07-10,27000
2006-07-11,27000
2006-07-12,27000
2006-07-13,27000
2006-07-14,27000
2006-07-17,27000
2006-07-18,27000
2006-07-19,27000
2006-07-20,27000
2006-07-21,27000
2006-07-24,27000
2006-07-25,27000
2006-07-26,27000
2006-07-27,27000
2006-07-28,27000
2006-07-31,27000
2006-08-01,27000
2006-08-02,27000
2006-08-03,27000
2006-08-04,27000
2006-08-07,27000
2006-08-08,27000
2006-08-09,27000
2006-08-10,27000
2006-08-11,27000
2006-08-14,27000
2006-08-15,27000
2006-08-16,27000
2007-01-04,27000
2007-01-05,27000
2007-01-08,27000
2007-01-09,27000
2007-01-10,27000
2007-01-11,27000
2007-01-12,27000
2007-01-15,27000
2007-01-16,27000
2007-01-17,27000
2007-01-18,27000
2007-01-19,27000
2007-01-22,27000
2007-01-23,27000
2007-01-24,27000
2007-01-25,27000
2007-01-26,27000
2007-01-29,27000
2007-01-30,27000
2007-01-31,27000
2007-02-01,27000
2007-02-02,27000
2007-02-05,27000
2007-02-06,27000
2007-02-07,27000
2007-02-08,27000
2007-02-12,27000
2007-02-13,27000
2007-02-14,27000
2007-02-15,27000
2007-02-16,27000
2007-02-26,27000
2007-02-27,52000
2007-02-28,52000
2007-03-01,52000
2007-03-02,52000
2007-03-05,52000
2007-03-06,52000
2007-03-07,52000
2007-03-08,52000
2007-03-12,52000
2007-03-13,52000
2007-03-14,52000
2007-03-15,60000
2007-03-16,60000
2007-03-19,60000
2007-03-20,60000
2007-03-21,60000
2007-03-22,60000
2007-03-23,60000
2007-03-26,60000
2007-03-27,60000
2007-03-28,60000
2007-03-29,60000
2007-03-30,60000
2007-04-02,60000
2007-04-03,60000
2007-04-04,60000
2007-04-05,60000
2007-04-06,60000
2007-04-09,60000
2007-04-10,60000
2007-04-11,60000
2007-04-12,60000
2007-04-13,60000
2007-04-16,60000
2007-04-17,60000
2007-04-18,60000
2007-04-19,60000
2007-04-20,60000
2007-04-23,60000
2007-04-24,60000
2007-04-25,60000
2007-04-26,60000
2007-04-27,60000
2007-04-30,60000
2007-05-08,60000
2007-05-09,60000
2007-05-10,60000
2007-05-11,60000
2007-05-14,60000
2007-05-15,60000
2007-05-16,60000
2007-05-17,60000
2007-05-18,60000
2007-05-21,60000
2007-05-22,60000
2007-05-23,60000
2007-05-24,60000
2007-05-25,60000
2007-05-28,60000
2007-05-29,60000
2007-05-30,60000
2007-05-31,60000
2007-06-01,60000
2007-06-04,60000
2007-06-05,60000
2007-06-06,60000
2007-06-07,60000
2007-06-08,60000
2007-06-11,60000
2007-06-12,58000
2007-06-13,58000
2007-06-14,58000
2007-06-15,58000
2007-06-18,58000
2007-06-19,58000
2007-06-20,58000
2007-06-21,58000
2007-06-22,58000
2007-06-25,58000
2007-06-26,58000
2007-06-27,58000
2007-06-28,58000
2007-06-29,58000
2007-07-02,58000
2007-07-03,58000
2007-07-04,58000
2007-07-05,58000
2007-07-06,58000
2007-07-09,58000
2007-07-10,58000
2007-07-11,58000
2007-07-12,58000
2007-07-13,58000
2007-07-16,58000
2007-07-17,58000
2007-07-19,58000
2007-07-20,58000
2007-07-23,58000
2007-07-24,58000
2007-07-25,58000
2007-07-26,58000
2007-07-27,58000
2007-07-30,58000
2007-07-31,58000
2007-08-01,58000
2007-08-02,58000
2007-08-03,58000
2007-08-06,58000
2007-08-07,55000
2007-08-08,55000
2007-08-09,55000
2007-08-10,55000
2007-08-13,55000
2007-08-14,55000
2007-08-15,55000
2007-08-16,55000
2007-08-17,55000
2007-08-20,55000
2007-08-21,55000
2007-08-22,55000
2007-08-23,55000
2007-08-24,55000
2007-08-27,55000
2007-08-28,55000
2007-08-29,55000
2007-08-30,55000
2007-08-31,55000
2007-09-03,55000
2007-09-04,55000
2007-09-05,55000
2007-09-06,55000
2007-09-07,55000
2007-09-10,55000
2007-09-11,55000
2007-09-12,55000
2007-09-13,55000
2007-09-14,55000
2007-09-17,55000
2007-09-18,55000
2007-09-19,55000
2007-09-20,55000
2007-09-21,55000
2007-09-24,55000
2007-09-25,55000
2007-09-26,55000
2007-09-27,55000
2007-09-28,55000
2007-10-08,55000
2007-10-09,55000
2007-10-10,55000
2007-10-11,55000
2007-10-12,55000
2007-10-15,55000
2007-10-16,55000
2007-10-17,55000
2007-10-18,55000
2007-10-19,55000
2007-10-22,55000
2007-10-23,55000
2007-10-24,55000
2007-10-25,55000
2007-10-26,55000
2007-10-29,55000
2007-10-30,55000
2007-10-31,55000
2007-11-01,55000
2007-11-02,55000
2007-11-05,55000
2007-11-06,55000
2007-11-07,55000
2007-11-08,55000
2007-11-09,55000
2007-11-12,39500
2007-11-13,39500
2007-11-14,39500
2007-11-15,39500
2007-11-16,39500
2007-11-19,39500
2007-11-20,39500
2007-11-21,39500
2007-11-22,39500
2007-11-23,39500
2007-11-26,39500
2007-11-27,39500
2007-11-28,39500
2007-11-29,39500
2007-11-30,39500
2007-12-03,39500
2007-12-04,39500
2007-12-05,39500
2007-12-06,39500
2007-12-07,39500
2007-12-10,39500
2007-12-11,39500
2007-12-12,39500
2007-12-13,39500
2007-12-14,39500
2007-12-17,39500
2007-12-18,39500
2007-12-19,39500
2007-12-20,39500
2007-12-21,39500
2007-12-24,39500
2007-12-25,39500
2007-12-26,39500
2007-12-27,39500
2007-12-28,39500
2008-01-02,39500
2008-01-03,39500
2008-01-04,39500
2008-01-07,39500
2008-01-08,39500
2008-01-09,39500
2008-01-10,39500
2008-01-11,39500
2008-01-14,39500
2008-01-15,39500
2008-01-16,39500
2008-01-17,39500
2008-01-18,39500
2008-01-21,59000
2008-01-22,59000
2008-01-23,59000
2008-01-24,59000
2008-01-25,59000
2008-01-28,59000
2008-01-29,59000
2008-01-30,59000
2008-01-31,59000
2008-02-01,59000
2008-02-04,59000
2008-02-05,59000
2008-02-13,59000
2008-02-14,59000
2008-02-15,59000
2008-02-18,59000
2008-02-19,59000
2008-02-20,59000
2008-02-21,59000
2008-02-22,59000
2008-02-25,59000
2008-02-26,59000
2008-02-27,59000
2008-02-28,59000
2008-02-29,59500
2008-03-03,59500
2008-03-04,59500
2008-03-05,59500
2008-03-06,59500
2008-03-10,59500
2008-03-11,59500
2008-03-12,59500
2008-03-13,59500
2008-03-14,59500
2008-03-17,59500
2008-03-18,59500
2008-03-19,59500
2008-03-20,59500
2008-03-21,59500
2008-03-24,59500
2008-03-25,59500
2008-03-26,59500
2008-03-27,59500
2008-03-28,59500
2008-03-31,59500
2008-04-01,59500
2008-04-02,59500
2008-04-03,59500
2008-04-07,59500
2008-04-08,59500
2008-04-09,59500
2008-04-10,59500
2008-04-11,59500
2008-04-14,59500
2008-04-15,59500
2008-04-16,59500
2008-04-17,59500
2008-04-18,59500
2008-04-21,59500
2008-04-22,59500
2008-04-23,59500
2008-04-24,59500
2008-04-25,59500
2008-04-28,59500
2008-04-29,59500
2008-04-30,59500
2008-05-05,59500
2008-05-06,59500
2008-05-07,59500
2008-05-08,59500
2008-05-09,59500
2008-05-12,59500
2008-05-13,59500
2008-05-14,59500
2008-05-15,59500
2008-05-16,59500
2008-05-19,59500
2008-05-20,59500
2008-05-21,59500
2008-05-22,59500
2008-05-23,59500
2008-05-26,59500
2008-05-27,59500
2008-05-28,59500
2008-05-29,59500
2008-05-30,59500
2008-06-02,59500
2008-06-03,59500
2008-06-04,59500
2008-06-05,59500
2008-06-06,59500
2008-06-10,59500
2008-06-11,59500
2008-06-12,59500
2008-06-13,59500
2008-06-16,59500
2008-06-17,59500
2008-06-18,59500
2008-06-19,57500
2008-06-20,57500
2008-06-23,57500
2008-06-24,57500
2008-06-25,57500
2008-06-26,57500
2008-06-27,57500
2008-06-30,57500
2008-07-01,57500
2008-07-02,57500
2008-07-03,57500
2008-07-04,57500
2008-07-07,57500
2008-07-08,57500
2008-07-09,57500
2008-07-10,57500
2008-07-11,57500
2008-07-14,57500
2008-07-15,57500
2008-07-16,57500
2008-07-17,57500
2008-07-18,57500
2008-07-21,57500
2008-07-22,57500
2008-07-23,57500
2008-07-24,57500
2008-07-25,57500
2008-07-28,57500
2008-07-29,57500
2008-07-30,57500
2008-07-31,57500
2008-08-01,57500
2008-08-04,57500
2008-08-05,57500
2008-08-06,57500
2008-08-07,57500
2008-08-08,57500
2008-08-11,57500
2008-08-12,57500
2008-08-13,57500
2008-08-14,57500
2008-08-15,57500
2008-08-18,57500
2008-08-19,57500
2008-08-20,57500
2008-08-21,57500
2008-08-22,57500
2008-08-25,57500
2008-08-26,57500
2008-08-27,57500
2008-08-28,57500
2008-08-29,57500
2008-09-01,57500
2008-09-02,57500
2008-09-03,57500
2008-09-04,57500
2008-09-05,57500
2008-09-08,57500
2008-09-09,57500
2008-09-10,57500
2008-09-11,57500
2008-09-12,57500
2008-09-16,57500
2008-09-17,57500
2008-09-18,57500
2008-09-19,57500
2008-09-22,57500
2008-09-23,57500
2008-09-24,57500
2008-09-25,57500
2008-09-26,57500
2008-10-06,57500
2008-10-07,57500
2008-10-08,57500
2008-10-09,57500
2008-10-10,57500
2008-10-13,57500
2008-10-14,57500
2008-10-15,57500
2008-10-16,57500
2008-10-17,57500
2008-10-20,57500
2008-10-21,57500
2008-10-22,57500
2008-10-23,57500
2008-10-24,57500
2008-10-27,57500
2008-10-28,57500
2008-10-29,57500
2008-10-30,57500
2008-10-31,57500
2008-11-03,57500
2008-11-04,57500
2008-11-05,57500
2008-11-06,57500
2008-11-07,57500
2008-11-10,57500
2008-11-11,43000
2008-11-12,43000
2008-11-13,43000
2008-11-14,43000
2008-11-17,43000
2008-11-18,43000
2008-11-19,43000
2008-11-20,43000
2008-11-21,43000
2008-11-24,43000
2008-11-25,43000
2008-11-26,43000
2008-11-27,43000
2008-11-28,43000
2008-12-01,43000
2008-12-02,43000
2008-12-03,43000
2008-12-04,43000
2008-12-05,43000
2008-12-08,43000
2008-12-09,43000
2008-12-10,43000
2008-12-11,43000
2008-12-12,43000
2008-12-15,43000
2008-12-16,43000
2008-12-17,43000
2008-12-18,43000
2008-12-19,43000
2008-12-22,43000
2008-12-23,43000
2008-12-24,43000
2008-12-25,43000
2008-12-26,39000
2008-12-29,39000
2008-12-30,39000
2008-12-31,39000
2009-01-05,39000
2009-01-06,39000
2009-01-07,39000
