Date,0
2017-05-10,0.0
2017-05-11,-1.4051322343069806e-05
2017-05-12,-1.5159135171248853e-05
2017-05-15,-1.5956088977774294e-05
2017-05-16,-1.555595187026913e-05
2017-05-17,-1.538081707552978e-05
2017-05-18,-1.4260330925667041e-05
2017-05-19,0.008085263944491364
2017-05-22,-0.004074428708682042
2017-05-23,-0.0004997125937430875
2017-05-24,-0.000985191354671722
2017-05-25,0.00025605970178927664
2017-05-26,-0.00031287961647965054
2017-05-30,0.0011530027180666404
2017-05-31,-0.0003131217724632095
2017-06-01,-2.1358735405061332e-05
2017-06-02,-0.0002648020758945001
2017-06-05,2.3599630766672606e-05
2017-06-06,-0.00010013162938355422
2017-06-07,0.00014553007452632155
2017-06-08,-3.0089122139599564e-05
2017-06-09,4.801570128431421e-06
2017-06-12,-5.920656768795161e-05
2017-06-13,-1.1358681248240429e-05
2017-06-14,-3.427077796093609e-05
2017-06-15,5.749379506889905e-06
2017-06-16,-1.52221067152988e-05
2017-06-19,-8.430003656616224e-06
2017-06-20,-2.1390047179294932e-05
2017-06-21,-1.452476492759369e-05
2017-06-22,-1.88602152898271e-05
2017-06-23,-1.253255070396697e-05
2017-06-26,-1.507242623234857e-05
2017-06-27,-1.353302530608331e-05
2017-06-28,-1.57923516542135e-05
2017-06-29,0.016085141263546553
2017-06-30,-0.008081788160882617
2017-07-03,-0.0009752954981578753
2017-07-04,-0.0019530976025267904
2017-07-05,0.0005258495114410287
2017-07-06,-0.0006078863969133323
2017-07-07,0.002310066588872078
2017-07-10,-0.0006082131299300673
2017-07-11,-2.675147092277174e-05
2017-07-12,-0.00051308874083997
2017-07-13,6.188661790274957e-05
2017-07-14,-0.00018456094102048992
2017-07-17,0.00030463265736302745
2017-07-18,-4.504711707049936e-05
2017-07-19,2.4571682443485145e-05
2017-07-20,-0.00010307813329831961
2017-07-21,-7.7469224978716e-06
2017-07-24,-5.338910504112081e-05
2017-07-25,2.6320597108078428e-05
2017-07-26,-1.544605038728629e-05
2017-07-27,-1.8949429748174585e-06
2017-07-28,-2.7724388967824273e-05
2017-07-31,-1.404912728956878e-05
2017-08-01,-2.268746785450232e-05
2017-08-02,-1.0083302758790897e-05
2017-08-03,-1.5142817046016058e-05
2017-08-04,-1.2073112161344927e-05
2017-08-07,-1.6574622809845933e-05
2017-08-08,-1.4714889155584455e-05
2017-08-10,-1.638983006748955e-05
2017-08-11,-1.4474855096037457e-05
2017-08-14,-1.5126681169047346e-05
2017-08-15,0.015885536385350795
2017-08-16,-0.007981061263957735
2017-08-17,-0.0009635358708646987
2017-08-18,-0.001929187942039888
2017-08-21,0.0005189144557194987
2017-08-22,0.007199518030013021
2017-08-23,-0.0016265697385744716
2017-08-24,-0.0010661113816221547
2017-08-25,-0.0009655290162508444
2017-08-28,-0.0002450163968848082
2017-08-29,-0.0002263009170593766
2017-08-30,0.000943951087046598
2017-08-31,1.3324115627652848e-05
2017-09-01,-5.036304540684356e-05
2017-09-04,-0.00021721463148934836
2017-09-05,0.05423524684962137
2017-09-06,0.03150575298931866
2017-09-07,-0.03259646886718774
2017-09-08,-0.010033210005220655
2017-09-11,0.008648906218280409
2017-09-12,-0.007033628604862875
2017-09-13,0.004823181862036271
2017-09-14,0.004785206663407008
2017-09-15,-0.0017416582435312274
2017-09-18,-0.002244956199687839
2017-09-19,0.00043869165123165807
2017-09-20,-0.0008215017045407338
2017-09-21,0.00043250382364390795
2017-09-22,0.0006176046342028139
2017-09-26,7.615809343118835e-05
2017-09-27,-0.00031343251915369425
2017-09-28,-3.49488546901711e-05
2017-09-29,-0.00014413631487147785
2017-10-09,1.830905830950418e-05
2017-10-10,5.780824085203323e-05
2017-10-11,0.020533888302436368
2017-10-12,0.009786334634548062
2017-10-13,-0.011315507073059937
2017-10-16,-0.003704699899346316
2017-10-17,-0.001746342234799808
2017-10-18,-8.849094307903846e-05
2017-10-19,0.0022155411792067503
2017-10-20,0.002131233409207077
2017-10-23,-0.0007709310911631748
2017-10-24,-0.0006676211926156454
2017-10-25,-0.0005397031853630135
2017-10-26,-0.00013480441208164564
2017-10-27,0.00018191397592978405
2017-10-30,0.0003459964881675962
2017-10-31,-1.9475802040933477e-06
2017-11-01,-7.827011127687757e-05
2017-11-02,0.019584089953366638
2017-11-03,-0.009924623515123214
2017-11-06,-0.0011854404479489577
2017-11-07,-0.0023352934571776616
2017-11-08,0.0006626610004290116
2017-11-09,-0.000740247291776433
2017-11-10,0.0028152034877926037
2017-11-13,-0.0007493454045845621
2017-11-14,-3.2716987431693665e-05
2017-11-15,-0.0006184599282928432
2017-11-16,8.259896309560777e-05
2017-11-17,-0.00022081214039976655
2017-11-20,0.0003744910806039514
2017-11-21,-5.315689968800455e-05
2017-11-22,3.236097142939193e-05
2017-11-23,-0.0001222614116680719
2017-11-24,-5.5959628542877045e-06
2017-11-27,-6.151262490627754e-05
2017-11-28,3.546425052436053e-05
2017-11-29,-1.5716925811530426e-05
2017-11-30,8.173002250792324e-07
2017-12-01,-3.0560100355670164e-05
2017-12-04,-1.3780935661511581e-05
2017-12-05,-2.431790735313789e-05
2017-12-06,-8.973323281935286e-06
2017-12-07,-1.5186411366470749e-05
2017-12-08,-1.14540310127266e-05
2017-12-11,-1.693406820782357e-05
2017-12-12,-1.4648655993739295e-05
2017-12-13,-1.668643707349107e-05
2017-12-14,-1.4352143970728796e-05
2017-12-15,-0.019415153321687303
2017-12-18,0.009705038733338662
2017-12-19,0.0011422298232854726
2017-12-20,0.002320378116153267
2017-12-21,-0.013866663891484275
