Date,obs,true_ar,true_ma
2005-01-12,0.0,0.0018747645953418118,0.001974895153062343
2005-01-19,0.0,0.0018747645953418118,0.0020595028485195406
2005-01-26,0.0,0.0018747645953418118,0.0020408189222579725
2005-02-02,0.0,0.0018747645953418118,0.0020447398233820564
2005-02-23,0.0,0.0018747645953418118,0.002043907874299424
2005-03-02,0.0,0.0018747645953418118,0.0020440839897077822
2005-03-09,0.0,0.0018747645953418118,0.002044046689425143
2005-03-16,0.0,0.0018747645953418118,0.002044054588596707
2005-03-23,0.0,0.0018747645953418118,0.0020440529157329445
2005-03-30,0.0,0.0018747645953418118,0.0020440532700055462
2005-04-06,0.0,0.0018747645953418118,0.002044053194978994
2005-04-13,0.0,0.0018747645953418118,0.0020440532108678385
2005-04-20,0.0,0.0018747645953418118,0.002044053207502958
2005-04-27,0.0,0.0018747645953418118,0.00204405320821556
2005-05-18,0.0,0.0018747645953418118,0.0020440532080646476
2005-05-25,0.0,0.0018747645953418118,0.0020440532080966073
2005-06-01,0.0,0.0018747645953418118,0.002044053208089839
2005-06-08,0.0,0.0018747645953418118,0.0020440532080912726
2005-06-15,0.0,0.0018747645953418118,0.0020440532080909686
2005-07-06,0.0,0.0018747645953418118,0.0020440532080910332
2005-07-13,0.0,0.0018747645953418118,0.0020440532080910193
2005-07-20,0.0,0.0018747645953418118,0.0020440532080910224
2005-08-10,0.0,0.0018747645953418118,0.002044053208091022
2005-08-17,0.0,0.0018747645953418118,0.002044053208091022
2005-08-24,0.0,0.0018747645953418118,0.002044053208091022
2005-08-31,0.0,0.0018747645953418118,0.002044053208091022
2005-09-07,0.0,0.0018747645953418118,0.002044053208091022
2005-09-14,0.0,0.0018747645953418118,0.002044053208091022
2005-09-21,0.0,0.0018747645953418118,0.002044053208091022
2005-09-28,0.0,0.0018747645953418118,0.002044053208091022
2005-10-19,0.0,0.0018747645953418118,0.002044053208091022
2005-10-26,0.0,0.0018747645953418118,0.002044053208091022
2005-11-02,0.0,0.0018747645953418118,0.002044053208091022
2005-11-09,0.0,0.0018747645953418118,0.002044053208091022
2005-11-16,0.0,0.0018747645953418118,0.002044053208091022
2005-11-23,0.0,0.0018747645953418118,0.002044053208091022
2005-11-30,0.0,0.0018747645953418118,0.002044053208091022
2005-12-07,0.0,0.0018747645953418118,0.002044053208091022
2005-12-14,0.0,0.0018747645953418118,0.002044053208091022
2005-12-21,0.00014813717529449377,0.001913402697658623,0.002075425150426292
2005-12-28,-0.00014813717529449377,0.0018361264930250006,0.002006037431998756
2006-01-04,0.0,0.0018747645953418118,0.0020521040483546236
2006-01-11,0.0,0.0018747645953418118,0.00204234823095751
2006-01-18,0.0,0.0018747645953418118,0.0020444142818337144
2006-01-25,0.0,0.0018747645953418118,0.002043976741231086
2006-02-15,0.0,0.0018747645953418118,0.0020440694019594123
2006-02-22,0.0,0.0018747645953418118,0.0020440497786135504
2006-03-01,0.0,0.0018747645953418118,0.002044053934373059
2006-03-08,0.0,0.0018747645953418118,0.002044053054281702
2006-03-15,0.0,0.0018747645953418118,0.00204405324066419
2006-03-22,0.0,0.0018747645953418118,0.002044053201192797
2006-03-29,0.0,0.0018747645953418118,0.0020440532095519024
2006-04-05,0.0,0.0018747645953418118,0.0020440532077816423
2006-04-12,0.0,0.0018747645953418118,0.002044053208156541
2006-04-19,0.0,0.0018747645953418118,0.0020440532080771463
2006-04-26,0.0,0.0018747645953418118,0.0020440532080939606
2006-05-17,0.0,0.0018747645953418118,0.0020440532080903996
2006-05-24,0.0,0.0018747645953418118,0.002044053208091154
2006-05-31,0.0,0.0018747645953418118,0.0020440532080909938
2006-06-07,0.0,0.0018747645953418118,0.002044053208091028
2006-06-14,0.0,0.0018747645953418118,0.0020440532080910206
2006-06-21,0.0,0.0018747645953418118,0.0020440532080910224
2006-06-28,0.0,0.0018747645953418118,0.002044053208091022
2006-07-05,0.0,0.0018747645953418118,0.002044053208091022
2006-07-12,0.0,0.0018747645953418118,0.002044053208091022
2006-07-19,0.0,0.0018747645953418118,0.002044053208091022
2006-07-26,0.0,0.0018747645953418118,0.002044053208091022
2006-08-02,0.0,0.0018747645953418118,0.002044053208091022
2006-08-09,0.0,0.0018747645953418118,0.002044053208091022
2006-08-16,0.0,0.0018747645953418118,0.002044053208091022
2007-01-17,0.0,0.0018747645953418118,0.002044053208091022
2007-01-24,0.0,0.0018747645953418118,0.002044053208091022
2007-01-31,0.0,0.0018747645953418118,0.002044053208091022
2007-02-07,0.0,0.0018747645953418118,0.002044053208091022
2007-02-14,0.0,0.0018747645953418118,0.002044053208091022
2007-03-07,0.0,0.0018747645953418118,0.002044053208091022
2007-03-14,0.0,0.0018747645953418118,0.002044053208091022
2007-03-21,0.1431008436406742,0.03919925810764576,0.032349419878537185
2007-03-28,0.0,0.0018747645953418118,-0.004373905104833584
2007-04-04,0.0,0.0018747645953418118,0.003403224649715808
2007-04-11,0.0,0.0018747645953418118,0.0017562129140822284
2007-04-18,0.0,0.0018747645953418118,0.002105010959495823
2007-04-25,0.0,0.0018747645953418118,0.0020311438012648323
2007-05-16,0.0,0.0018747645953418118,0.0020467871144567175
2007-05-23,0.0,0.0018747645953418118,0.0020434742315263337
2007-05-30,0.0,0.0018747645953418118,0.0020441758216035635
2007-06-06,0.0,0.0018747645953418118,0.0020440272414554536
2007-06-13,-0.03390155167568132,-0.006967658785147231,-0.0051354863471053305
2007-06-20,0.0,0.0018747645953418118,0.003564509504571961
2007-06-27,0.0,0.0018747645953418118,0.001722056604863824
