Date,Open_PCRFY.US,High_PCRFY.US,Low_PCRFY.US,Close_PCRFY.US,Adjusted_close_PCRFY.US,Volume_PCRFY.US,Open_051910.KO,High_051910.KO,Low_051910.KO,Close_051910.KO,Adjusted_close_051910.KO,Volume_051910.KO,Open_006400.KO,High_006400.KO,Low_006400.KO,Close_006400.KO,Adjusted_close_006400.KO,Volume_006400.KO,Open_1211.HK,High_1211.HK,Low_1211.HK,Close_1211.HK,Adjusted_close_1211.HK,Volume_1211.HK,Open_300014.SHE,High_300014.SHE,Low_300014.SHE,Close_300014.SHE,Adjusted_close_300014.SHE,Volume_300014.SHE,Open_MRAAF.US,High_MRAAF.US,Low_MRAAF.US,Close_MRAAF.US,Adjusted_close_MRAAF.US,Volume_MRAAF.US
2009-08-03,16.24,16.6,16.15,16.43,11.7486,341708.0,153500.0,157500.0,152500.0,155000.0,132327.203,1140518.0,103000.0,111000.0,101000.0,110000.0,100247.2462,1330898.0,43.8,47.6,43.4,47.05,45.6786,7575549.0,,,,,,,,,,,,
2009-08-04,15.92,16.02,15.8,15.87,11.3477,252584.0,157000.0,158500.0,153000.0,157500.0,134461.5128,1042341.0,113000.0,114000.0,107500.0,109000.0,99335.9076,1428848.0,48.0,48.45,46.0,47.0,45.63,5602821.0,,,,,,,,,,,,
2009-08-05,15.45,15.55,15.27,15.38,10.9976,442967.0,156500.0,158000.0,153000.0,153500.0,131046.6172,531688.0,109500.0,110000.0,106500.0,107000.0,97513.2304,483538.0,47.65,47.8,45.0,46.1,44.7563,5754680.0,,,,,,,,,,,,
2009-08-06,15.42,15.5,15.3,15.37,10.9904,222226.0,150500.0,152500.0,147000.0,152500.0,130192.8933,910033.0,106500.0,111000.0,106000.0,111000.0,101158.5848,581656.0,46.8,46.8,43.75,44.2,42.9116,9485520.0,,,,,,,,,,,,
2009-08-07,15.54,15.73,15.5,15.54,11.112,310273.0,153000.0,156500.0,151000.0,154500.0,131900.3411,697665.0,110500.0,114000.0,108000.0,110500.0,100702.9155,524495.0,44.25,44.8,43.6,44.2,42.9116,3504278.0,,,,,,,,,,,,
2009-08-10,15.21,15.63,15.21,15.4,11.0118,176656.0,157000.0,164000.0,156500.0,162500.0,138730.1322,1031147.0,110500.0,115500.0,110000.0,114500.0,104348.2699,845926.0,44.5,45.6,44.3,44.75,43.4456,3093600.0,,,,,,,,,,,,
2009-08-11,15.42,15.45,15.28,15.32,10.9544,383188.0,163000.0,171000.0,161000.0,171000.0,145986.7853,1297691.0,114500.0,118500.0,114000.0,118500.0,107993.6243,790474.0,51.75,51.75,45.4,48.0,46.6009,9395300.0,,,,,,,,,,,,
2009-08-12,15.32,15.49,15.26,15.4,11.0118,240727.0,170000.0,173000.0,167000.0,171000.0,145986.7853,1039775.0,117500.0,121500.0,115500.0,121500.0,110727.6401,803647.0,47.8,47.8,46.0,46.35,44.999,3099997.0,,,,,,,,,,,,
2009-08-13,15.32,15.39,15.2404,15.35,10.9763,180215.0,173500.0,179000.0,170000.0,173000.0,147694.2331,1076075.0,122500.0,123500.0,120000.0,120500.0,109816.3015,522184.0,46.2,47.9,46.0,46.55,45.1931,3223432.0,,,,,,,,,,,,
2009-08-14,15.35,15.35,15.14,15.26,10.9114,227227.0,173500.0,175000.0,163000.0,171500.0,146413.6472,1624779.0,122000.0,124000.0,117500.0,119500.0,108904.9629,551071.0,47.0,47.2,44.4,44.8,43.4941,4274200.0,,,,,,,,,,,,
2009-08-17,15.04,15.04,14.93,14.94,10.6827,298772.0,171000.0,176500.0,168500.0,168500.0,143852.4756,605751.0,120000.0,124500.0,118500.0,120500.0,109816.3015,691055.0,45.2,45.2,42.0,42.8,41.5524,6632205.0,,,,,,,,,,,,
2009-08-18,15.1,15.3,15.1,15.22,10.8832,144877.0,167000.0,173500.0,166000.0,173500.0,148121.095,484704.0,119500.0,126000.0,119000.0,126000.0,114828.6638,772281.0,42.0,42.8,38.8,42.4,41.1641,8254445.0,,,,,,,,,,,,
2009-08-19,15.06,15.4,15.06,15.27,10.919,246678.0,174000.0,176000.0,169000.0,169000.0,144279.3375,491916.0,128500.0,132500.0,126500.0,127000.0,115740.0024,1067418.0,42.75,43.8,40.65,41.8,40.5816,5452816.0,,,,,,,,,,,,
2009-08-20,15.46,15.66,15.41,15.6,11.1549,190919.0,171000.0,174500.0,167500.0,173000.0,147694.2331,457086.0,128500.0,132500.0,124500.0,131500.0,119841.0262,807047.0,42.5,42.95,40.6,42.7,41.4554,5039350.0,,,,,,,,,,,,
2009-08-21,15.73,15.83,15.68,15.77,11.2764,205196.0,175000.0,182500.0,174000.0,180000.0,153670.3003,960353.0,131000.0,137000.0,129500.0,136500.0,124397.7192,667304.0,43.1,43.1,41.45,42.4,41.1641,2357702.0,,,,,,,,,,,,
2009-08-24,15.79,15.8,15.69,15.74,11.2549,147142.0,181500.0,190000.0,178500.0,186000.0,158792.6437,700152.0,139500.0,149000.0,138500.0,146000.0,133055.4359,809685.0,44.45,46.3,43.35,46.15,44.8048,6083351.0,,,,,,,,,,,,
2009-08-25,15.8,15.94,15.71,15.84,11.3266,247506.0,183000.0,186000.0,180500.0,185000.0,157938.9198,488461.0,144000.0,149000.0,142500.0,146500.0,133511.1052,620697.0,46.0,47.45,45.15,46.65,45.2902,5320865.0,,,,,,,,,,,,
2009-08-26,15.75,15.85,15.68,15.74,11.2549,161638.0,184000.0,184500.0,181000.0,181000.0,154524.0242,365309.0,146500.0,147000.0,138000.0,138500.0,126220.3964,850425.0,46.5,46.95,45.7,46.35,44.999,2577613.0,,,,,,,,,,,,
2009-08-27,15.81,15.97,15.75,15.95,11.4051,270433.0,181000.0,183500.0,177000.0,179000.0,152816.5764,455563.0,136500.0,141500.0,136000.0,139500.0,127131.735,808345.0,46.0,46.4,45.0,45.75,44.4165,2606166.0,,,,,,,,,,,,
2009-08-28,16.01,16.13,15.9301,16.06,11.4837,245888.0,183000.0,190500.0,182000.0,190500.0,162634.4012,973232.0,143000.0,146500.0,141000.0,146000.0,133055.4359,752211.0,46.2,46.7,44.1,45.0,43.6883,4139816.0,,,,,,,,,,,,
2009-08-31,16.03,16.03,15.83,15.93,11.3908,183429.0,190500.0,191500.0,184000.0,188500.0,160926.9534,490084.0,146000.0,149000.0,141000.0,148000.0,134878.1131,619814.0,46.0,49.0,44.7,48.6,47.1834,7457747.0,,,,,,,,,,,,
2009-09-01,15.93,16.0,15.6,15.67,11.2049,388392.0,188500.0,195500.0,186000.0,194500.0,166049.2967,741466.0,147000.0,157000.0,145500.0,156000.0,142168.8219,973732.0,48.6,51.4,48.6,48.6,47.1834,9906578.0,,,,,,,,,,,,
2009-09-02,15.76,15.87,15.71,15.8,11.298,222619.0,191500.0,200000.0,190000.0,197500.0,168610.4684,734915.0,152500.0,164500.0,152500.0,158500.0,144447.1684,1043456.0,47.9,48.4,46.6,47.4,46.0184,6239578.0,,,,,,,,,,,,
2009-09-03,15.69,15.71,15.52,15.65,11.1905,156498.0,199000.0,200500.0,188500.0,192500.0,164341.8489,811884.0,158500.0,159000.0,148000.0,148000.0,134878.1131,1077021.0,48.0,51.0,47.7,50.5,49.028,6515841.0,,,,,,,,,,,,
2009-09-04,15.45,15.62,15.37,15.62,11.1692,129826.0,194000.0,198000.0,190000.0,190000.0,162207.5392,694101.0,149500.0,154500.0,145000.0,150000.0,136700.7903,1090843.0,51.0,54.45,50.55,54.2,52.6202,13011755.0,,,,,,,,,,,,
2009-09-07,,,,,,,191500.0,209000.0,189500.0,206000.0,175867.1215,1150813.0,153500.0,160500.0,149000.0,157500.0,143535.8298,954172.0,54.45,58.8,54.2,56.3,54.6589,9382657.0,,,,,,,,,,,,
2009-09-08,15.59,15.65,15.54,15.6,11.1549,130651.0,206500.0,218000.0,204500.0,210000.0,179282.017,1084142.0,160500.0,171000.0,160000.0,165500.0,150826.5386,1563522.0,56.1,59.8,56.0,58.4,56.6977,9513842.0,,,,,,,,,,,,
2009-09-09,15.39,15.47,15.27,15.46,11.0548,173769.0,214500.0,226000.0,212000.0,212000.0,180989.4648,1148879.0,168000.0,171500.0,161000.0,165000.0,150370.8693,1104256.0,58.4,58.4,55.1,55.6,53.9793,9033032.0,,,,,,,,,,,,
2009-09-10,15.54,15.74,15.411,15.71,11.2334,180502.0,214000.0,221000.0,207000.0,214000.0,182696.9126,946590.0,165000.0,167500.0,157000.0,161500.0,147181.1842,1248801.0,57.0,58.25,55.7,56.85,55.1929,6799232.0,,,,,,,,,,,,
2009-09-11,15.76,15.77,15.62,15.65,11.1905,151108.0,214000.0,221000.0,207500.0,209500.0,178855.1551,642837.0,161500.0,166000.0,155000.0,159500.0,145358.507,910723.0,58.0,59.5,57.3,59.0,57.2802,5348931.0,,,,,,,,,,,,
2009-09-14,15.78,15.78,15.53,15.72,11.2408,279198.0,209000.0,212000.0,201000.0,211500.0,180562.6029,671776.0,159000.0,159500.0,151000.0,155500.0,141713.1526,1067054.0,59.4,64.1,58.9,62.2,60.387,9280265.0,,,,,,,,,,,,
2009-09-15,15.45,15.56,15.35,15.51,11.0904,190405.0,210000.0,231000.0,209000.0,231000.0,197210.2187,917780.0,157500.0,165500.0,154500.0,165500.0,150826.5386,1060022.0,62.0,66.8,62.0,66.8,64.8529,5976418.0,,,,,,,,,,,,
2009-09-16,15.46,15.585,15.45,15.58,11.1406,146460.0,234000.0,237500.0,228000.0,233000.0,198917.6665,1038492.0,169000.0,175000.0,164000.0,174000.0,158572.9167,1769231.0,68.3,69.8,64.0,66.0,64.0762,13856952.0,,,,,,,,,,,,
2009-09-17,15.32,15.47,15.25,15.3,10.9399,338676.0,233000.0,237000.0,229500.0,232500.0,198490.8046,674848.0,175500.0,176000.0,168000.0,170000.0,154927.5623,1124789.0,66.0,67.0,61.4,63.0,61.1636,13162554.0,,,,,,,,,,,,
2009-09-18,15.36,15.5,15.32,15.39,11.0047,122538.0,230500.0,232500.0,222500.0,229500.0,195929.6329,1123350.0,168500.0,171500.0,165500.0,168000.0,153104.8851,815156.0,62.5,65.4,61.05,63.35,61.5034,7140607.0,,,,,,,,,,,,
2009-09-21,15.1,15.3106,15.1,15.25,10.9046,116041.0,227000.0,227500.0,221500.0,222000.0,189526.7037,543178.0,168000.0,169000.0,164000.0,164000.0,149459.5307,545035.0,63.5,68.2,63.5,67.5,65.5325,8299653.0,,,,,,,,,,,,
2009-09-22,15.39,15.51,15.31,15.38,10.9976,172137.0,223000.0,250000.0,223000.0,246000.0,210016.0771,1498311.0,164000.0,175000.0,163500.0,174500.0,159028.586,1201078.0,68.5,69.8,67.3,68.8,66.7946,7813097.0,,,,,,,,,,,,
2009-09-23,15.41,15.5,15.26,15.28,10.9259,148551.0,244000.0,248500.0,238500.0,246500.0,210442.939,1069852.0,174500.0,179000.0,171500.0,175500.0,159939.9246,992567.0,69.2,71.95,68.35,71.25,69.1732,7874473.0,,,,,,,,,,,,
2009-09-24,15.46,15.64,15.21,15.32,10.9544,262359.0,243000.0,246000.0,239000.0,246000.0,210016.0771,633342.0,170500.0,171500.0,165500.0,168500.0,153560.5544,1252851.0,70.5,70.5,67.3,67.85,65.8723,11331314.0,,,,,,,,,,,,
2009-09-25,15.26,15.44,15.2,15.21,10.913,453127.0,245000.0,254000.0,242500.0,253000.0,215992.1443,852514.0,165500.0,171500.0,162500.0,169500.0,154471.893,1383491.0,67.8,67.9,65.5,66.9,64.95,6364741.0,,,,,,,,,,,,
