Date,Open_PCRFY.US,High_PCRFY.US,Low_PCRFY.US,Close_PCRFY.US,Adjusted_close_PCRFY.US,Volume_PCRFY.US,Open_051910.KO,High_051910.KO,Low_051910.KO,Close_051910.KO,Adjusted_close_051910.KO,Volume_051910.KO,Open_006400.KO,High_006400.KO,Low_006400.KO,Close_006400.KO,Adjusted_close_006400.KO,Volume_006400.KO,Open_1211.HK,High_1211.HK,Low_1211.HK,Close_1211.HK,Adjusted_close_1211.HK,Volume_1211.HK,Open_300014.SHE,High_300014.SHE,Low_300014.SHE,Close_300014.SHE,Adjusted_close_300014.SHE,Volume_300014.SHE,Open_MRAAF.US,High_MRAAF.US,Low_MRAAF.US,Close_MRAAF.US,Adjusted_close_MRAAF.US,Volume_MRAAF.US
2005-01-17,,,,,,,35100.298,35760.9058,35012.2169,35408.5816,31033.009,398900.0,107000.0,107500.0,104000.0,106000.0,94012.3521,949351.0,16.4852,16.4852,16.2397,16.2397,3.5537,1888099.0,,,,,,,,,,,,
2005-01-18,15.5,15.5,15.24,15.36,10.2712,261800.0,35320.5006,35848.9869,35320.5006,35584.7437,31187.4021,411000.0,107500.0,111000.0,107500.0,109500.0,97116.5335,1021587.0,16.3218,17.1806,16.2808,17.1806,3.7596,3467321.0,,,,,,,,,,,,
2005-01-19,15.32,15.32,15.07,15.1,10.097,288500.0,35848.9869,35893.0274,35276.4601,35672.8248,31264.5986,365000.0,110500.0,113000.0,108500.0,108500.0,96229.6245,630614.0,17.2217,18.2853,17.1806,17.9988,3.9386,10831604.0,,,,,,,,,,,,
2005-01-20,15.0,15.0,14.7,14.73,9.8495,344700.0,35320.5006,35320.5006,34263.528,34527.7712,30261.0436,886100.0,108000.0,111500.0,108000.0,110000.0,97559.988,359194.0,17.9988,18.3259,17.9577,18.2032,3.9833,6284374.0,,,,,,,,,,,,
2005-01-21,14.82,14.83,14.61,14.65,9.7962,266800.0,34483.7306,34527.7712,33646.9607,33999.2849,29797.8644,670000.0,109000.0,113000.0,109000.0,113000.0,100220.715,470896.0,18.0805,18.2442,18.0805,18.1215,3.9655,3752974.0,,,,,,,,,,,,
2005-01-24,15.0,15.0,14.83,14.87,9.9433,468200.0,33867.1633,34263.528,33823.1228,34175.447,29952.2574,456400.0,113500.0,116000.0,113000.0,115500.0,102437.9874,648132.0,18.1215,18.1215,17.4261,17.5899,3.8491,1588511.0,,,,,,,,,,,,
2005-01-25,14.8,14.95,14.73,14.78,9.8828,202400.0,33999.2849,34263.528,33867.1633,33911.2038,29720.6678,212000.0,114000.0,114500.0,109500.0,111500.0,98890.3515,379241.0,17.5899,17.835,17.5078,17.6305,3.858,1091521.0,,,,,,,,,,,,
2005-01-26,14.9,15.09,14.9,15.04,10.057,309800.0,33911.2038,34263.528,33867.1633,34087.3659,29875.0609,350700.0,112500.0,113000.0,109000.0,111000.0,98446.897,303092.0,17.9577,18.1625,17.7126,18.0805,3.9565,3900585.0,,,,,,,,,,,,
2005-01-27,14.94,15.04,14.82,14.95,9.9966,203900.0,34395.6496,34747.9738,33955.2443,33999.2849,29797.8644,292800.0,110500.0,111000.0,107000.0,107500.0,95342.7156,431648.0,18.1625,18.7352,18.1625,18.6531,4.0818,4970368.0,,,,,,,,,,,,
2005-01-28,14.95,14.95,14.79,14.88,9.9501,303600.0,33911.2038,33911.2038,33558.8796,33602.9201,29450.4799,452500.0,107000.0,111000.0,106500.0,111000.0,98446.897,328628.0,18.7759,19.1441,18.6531,18.9396,4.1445,3602019.0,,,,,,,,,,,,
2005-01-31,14.89,14.94,14.82,14.92,9.9772,245800.0,33470.7986,34351.6091,33338.677,34131.4064,29913.6592,794700.0,109500.0,112000.0,109000.0,112000.0,99333.806,308589.0,18.9807,19.5533,18.8986,19.4306,4.2519,6254183.0,,,,,,,,,,,,
2005-02-01,14.8,14.97,14.716,14.89,9.9566,253200.0,33955.2443,33999.2849,33646.9607,33867.1633,29682.0696,427300.0,113000.0,113500.0,110000.0,111500.0,98890.3515,252388.0,19.5123,19.5123,18.8579,18.9396,4.1445,10086118.0,,,,,,,,,,,,
2005-02-02,14.63,14.74,14.62,14.69,9.8228,284600.0,33911.2038,34219.4875,33867.1633,34219.4875,29990.8557,295400.0,112000.0,112000.0,110000.0,111000.0,98446.897,150457.0,18.9396,18.9807,18.5714,18.8579,4.1266,2970330.0,,,,,,,,,,,,
